sample_id,report_id,created,last_update
63451,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63452,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63453,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63454,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63455,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63456,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63457,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63458,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63459,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63460,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63461,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63462,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63463,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63464,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63465,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63466,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63467,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63468,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63469,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63470,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63471,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63472,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63473,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63474,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63475,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63476,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63477,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63478,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63479,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63480,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63481,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63482,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63483,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63484,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63485,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63486,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63487,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63488,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63489,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63490,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63491,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63492,5010,2019-03-20 15:39:23.634985+01,2019-03-20 15:39:23.634985+01
63502,5033,2019-03-20 15:40:16.77626+01,2019-03-20 15:40:16.77626+01
63503,5033,2019-03-20 15:40:16.77626+01,2019-03-20 15:40:16.77626+01
63506,5037,2019-03-20 15:40:20.38125+01,2019-03-20 15:40:20.38125+01
63507,5037,2019-03-20 15:40:20.38125+01,2019-03-20 15:40:20.38125+01
76877,4734,2019-03-21 13:02:28.778927+01,2019-03-21 13:02:28.778927+01
76878,4734,2019-03-21 13:02:28.778927+01,2019-03-21 13:02:28.778927+01
63510,5037,2019-03-20 15:40:20.38125+01,2019-03-20 15:40:20.38125+01
63511,5037,2019-03-20 15:40:20.38125+01,2019-03-20 15:40:20.38125+01
63512,5037,2019-03-20 15:40:20.38125+01,2019-03-20 15:40:20.38125+01
63513,5037,2019-03-20 15:40:20.38125+01,2019-03-20 15:40:20.38125+01
63514,5037,2019-03-20 15:40:20.38125+01,2019-03-20 15:40:20.38125+01
63515,5037,2019-03-20 15:40:20.38125+01,2019-03-20 15:40:20.38125+01
76879,4734,2019-03-21 13:02:28.778927+01,2019-03-21 13:02:28.778927+01
63517,5037,2019-03-20 15:40:20.38125+01,2019-03-20 15:40:20.38125+01
63518,5037,2019-03-20 15:40:20.38125+01,2019-03-20 15:40:20.38125+01
63519,5037,2019-03-20 15:40:20.38125+01,2019-03-20 15:40:20.38125+01
76880,4734,2019-03-21 13:02:28.778927+01,2019-03-21 13:02:28.778927+01
63521,5037,2019-03-20 15:40:20.38125+01,2019-03-20 15:40:20.38125+01
63522,5037,2019-03-20 15:40:20.38125+01,2019-03-20 15:40:20.38125+01
76881,4734,2019-03-21 13:02:28.778927+01,2019-03-21 13:02:28.778927+01
63524,5037,2019-03-20 15:40:20.38125+01,2019-03-20 15:40:20.38125+01
76882,4734,2019-03-21 13:02:28.778927+01,2019-03-21 13:02:28.778927+01
76883,4734,2019-03-21 13:02:28.778927+01,2019-03-21 13:02:28.778927+01
63527,5037,2019-03-20 15:40:20.38125+01,2019-03-20 15:40:20.38125+01
63528,5037,2019-03-20 15:40:20.38125+01,2019-03-20 15:40:20.38125+01
76884,4734,2019-03-21 13:02:28.778927+01,2019-03-21 13:02:28.778927+01
63530,5037,2019-03-20 15:40:20.38125+01,2019-03-20 15:40:20.38125+01
63531,5037,2019-03-20 15:40:20.38125+01,2019-03-20 15:40:20.38125+01
63532,5037,2019-03-20 15:40:20.38125+01,2019-03-20 15:40:20.38125+01
63533,5037,2019-03-20 15:40:20.38125+01,2019-03-20 15:40:20.38125+01
63534,5037,2019-03-20 15:40:20.38125+01,2019-03-20 15:40:20.38125+01
63535,5037,2019-03-20 15:40:20.38125+01,2019-03-20 15:40:20.38125+01
63536,5037,2019-03-20 15:40:20.38125+01,2019-03-20 15:40:20.38125+01
63537,5037,2019-03-20 15:40:20.38125+01,2019-03-20 15:40:20.38125+01
76885,4734,2019-03-21 13:02:28.778927+01,2019-03-21 13:02:28.778927+01
63539,5040,2019-03-20 15:40:22.590434+01,2019-03-20 15:40:22.590434+01
63540,5040,2019-03-20 15:40:22.590434+01,2019-03-20 15:40:22.590434+01
63541,5040,2019-03-20 15:40:22.590434+01,2019-03-20 15:40:22.590434+01
63542,5040,2019-03-20 15:40:22.590434+01,2019-03-20 15:40:22.590434+01
63543,5041,2019-03-20 15:40:31.126186+01,2019-03-20 15:40:31.126186+01
60162,5044,2019-03-20 15:40:38.412898+01,2019-03-20 15:40:38.412898+01
60163,5044,2019-03-20 15:40:38.414873+01,2019-03-20 15:40:38.414873+01
63549,5050,2019-03-20 15:40:46.354783+01,2019-03-20 15:40:46.354783+01
63550,5050,2019-03-20 15:40:46.354783+01,2019-03-20 15:40:46.354783+01
63551,5050,2019-03-20 15:40:46.354783+01,2019-03-20 15:40:46.354783+01
76886,4734,2019-03-21 13:02:28.778927+01,2019-03-21 13:02:28.778927+01
63553,5050,2019-03-20 15:40:46.354783+01,2019-03-20 15:40:46.354783+01
63554,5050,2019-03-20 15:40:46.354783+01,2019-03-20 15:40:46.354783+01
63555,5050,2019-03-20 15:40:46.354783+01,2019-03-20 15:40:46.354783+01
76887,4734,2019-03-21 13:02:28.778927+01,2019-03-21 13:02:28.778927+01
63557,5050,2019-03-20 15:40:46.354783+01,2019-03-20 15:40:46.354783+01
63558,5050,2019-03-20 15:40:46.354783+01,2019-03-20 15:40:46.354783+01
63559,5050,2019-03-20 15:40:46.354783+01,2019-03-20 15:40:46.354783+01
63560,5055,2019-03-20 15:40:51.160438+01,2019-03-20 15:40:51.160438+01
63562,5057,2019-03-20 15:40:53.051595+01,2019-03-20 15:40:53.051595+01
63563,5057,2019-03-20 15:40:53.051595+01,2019-03-20 15:40:53.051595+01
63564,5057,2019-03-20 15:40:53.051595+01,2019-03-20 15:40:53.051595+01
63565,5057,2019-03-20 15:40:53.051595+01,2019-03-20 15:40:53.051595+01
63566,5057,2019-03-20 15:40:53.051595+01,2019-03-20 15:40:53.051595+01
63567,5057,2019-03-20 15:40:53.051595+01,2019-03-20 15:40:53.051595+01
63568,5057,2019-03-20 15:40:53.051595+01,2019-03-20 15:40:53.051595+01
63569,5057,2019-03-20 15:40:53.051595+01,2019-03-20 15:40:53.051595+01
63570,5057,2019-03-20 15:40:53.051595+01,2019-03-20 15:40:53.051595+01
63571,5057,2019-03-20 15:40:53.051595+01,2019-03-20 15:40:53.051595+01
63572,5057,2019-03-20 15:40:53.051595+01,2019-03-20 15:40:53.051595+01
63573,5059,2019-03-20 15:40:54.920921+01,2019-03-20 15:40:54.920921+01
63574,5059,2019-03-20 15:40:54.920921+01,2019-03-20 15:40:54.920921+01
63575,5059,2019-03-20 15:40:54.920921+01,2019-03-20 15:40:54.920921+01
63576,5059,2019-03-20 15:40:54.920921+01,2019-03-20 15:40:54.920921+01
63577,5059,2019-03-20 15:40:54.920921+01,2019-03-20 15:40:54.920921+01
63578,5059,2019-03-20 15:40:54.920921+01,2019-03-20 15:40:54.920921+01
63579,5061,2019-03-20 15:40:56.646129+01,2019-03-20 15:40:56.646129+01
63580,5061,2019-03-20 15:40:56.646129+01,2019-03-20 15:40:56.646129+01
63581,5061,2019-03-20 15:40:56.646129+01,2019-03-20 15:40:56.646129+01
63582,5061,2019-03-20 15:40:56.646129+01,2019-03-20 15:40:56.646129+01
63583,5061,2019-03-20 15:40:56.646129+01,2019-03-20 15:40:56.646129+01
63584,5061,2019-03-20 15:40:56.646129+01,2019-03-20 15:40:56.646129+01
63585,5061,2019-03-20 15:40:56.646129+01,2019-03-20 15:40:56.646129+01
63586,5061,2019-03-20 15:40:56.646129+01,2019-03-20 15:40:56.646129+01
63587,5061,2019-03-20 15:40:56.646129+01,2019-03-20 15:40:56.646129+01
63588,5061,2019-03-20 15:40:56.646129+01,2019-03-20 15:40:56.646129+01
63589,5063,2019-03-20 15:41:00.065283+01,2019-03-20 15:41:00.065283+01
63590,5063,2019-03-20 15:41:00.065283+01,2019-03-20 15:41:00.065283+01
63591,5063,2019-03-20 15:41:00.065283+01,2019-03-20 15:41:00.065283+01
60005,5063,2019-03-20 15:41:00.068617+01,2019-03-20 15:41:00.068617+01
63593,5063,2019-03-20 15:41:00.068617+01,2019-03-20 15:41:00.068617+01
63594,5063,2019-03-20 15:41:00.068617+01,2019-03-20 15:41:00.068617+01
60024,5063,2019-03-20 15:41:00.070858+01,2019-03-20 15:41:00.070858+01
63596,5063,2019-03-20 15:41:00.070858+01,2019-03-20 15:41:00.070858+01
63597,5063,2019-03-20 15:41:00.070858+01,2019-03-20 15:41:00.070858+01
59854,5067,2019-03-20 15:41:04.895211+01,2019-03-20 15:41:04.895211+01
59855,5067,2019-03-20 15:41:04.89627+01,2019-03-20 15:41:04.89627+01
59856,5067,2019-03-20 15:41:04.897314+01,2019-03-20 15:41:04.897314+01
59857,5067,2019-03-20 15:41:04.898615+01,2019-03-20 15:41:04.898615+01
59858,5067,2019-03-20 15:41:04.899781+01,2019-03-20 15:41:04.899781+01
63612,5069,2019-03-20 15:41:08.151805+01,2019-03-20 15:41:08.151805+01
63613,5069,2019-03-20 15:41:08.151805+01,2019-03-20 15:41:08.151805+01
63614,5069,2019-03-20 15:41:08.151805+01,2019-03-20 15:41:08.151805+01
63615,5076,2019-03-20 15:41:16.285113+01,2019-03-20 15:41:16.285113+01
63616,5076,2019-03-20 15:41:16.285113+01,2019-03-20 15:41:16.285113+01
63617,5076,2019-03-20 15:41:16.285113+01,2019-03-20 15:41:16.285113+01
63618,5076,2019-03-20 15:41:16.285113+01,2019-03-20 15:41:16.285113+01
63619,5076,2019-03-20 15:41:16.285113+01,2019-03-20 15:41:16.285113+01
63620,5076,2019-03-20 15:41:16.285113+01,2019-03-20 15:41:16.285113+01
63621,5076,2019-03-20 15:41:16.285113+01,2019-03-20 15:41:16.285113+01
63622,5076,2019-03-20 15:41:16.285113+01,2019-03-20 15:41:16.285113+01
63623,5076,2019-03-20 15:41:16.285113+01,2019-03-20 15:41:16.285113+01
63624,5076,2019-03-20 15:41:16.285113+01,2019-03-20 15:41:16.285113+01
63625,5076,2019-03-20 15:41:16.285113+01,2019-03-20 15:41:16.285113+01
63626,5076,2019-03-20 15:41:16.285113+01,2019-03-20 15:41:16.285113+01
63627,5076,2019-03-20 15:41:16.285113+01,2019-03-20 15:41:16.285113+01
63628,5076,2019-03-20 15:41:16.285113+01,2019-03-20 15:41:16.285113+01
63629,5076,2019-03-20 15:41:16.285113+01,2019-03-20 15:41:16.285113+01
63630,5076,2019-03-20 15:41:16.285113+01,2019-03-20 15:41:16.285113+01
63631,5076,2019-03-20 15:41:16.285113+01,2019-03-20 15:41:16.285113+01
63632,5076,2019-03-20 15:41:16.285113+01,2019-03-20 15:41:16.285113+01
63633,5076,2019-03-20 15:41:16.285113+01,2019-03-20 15:41:16.285113+01
63410,5083,2019-03-20 15:41:30.170045+01,2019-03-20 15:41:30.170045+01
76888,4734,2019-03-21 13:02:28.778927+01,2019-03-21 13:02:28.778927+01
76889,4734,2019-03-21 13:02:28.778927+01,2019-03-21 13:02:28.778927+01
63706,5085,2019-03-20 15:41:35.894228+01,2019-03-20 15:41:35.894228+01
76890,4734,2019-03-21 13:02:28.778927+01,2019-03-21 13:02:28.778927+01
76891,4734,2019-03-21 13:02:28.778927+01,2019-03-21 13:02:28.778927+01
63709,5085,2019-03-20 15:41:35.894228+01,2019-03-20 15:41:35.894228+01
76892,4734,2019-03-21 13:02:28.778927+01,2019-03-21 13:02:28.778927+01
63711,5087,2019-03-20 15:41:38.428757+01,2019-03-20 15:41:38.428757+01
63712,5087,2019-03-20 15:41:38.428757+01,2019-03-20 15:41:38.428757+01
63713,5090,2019-03-20 15:41:41.165538+01,2019-03-20 15:41:41.165538+01
63748,5092,2019-03-20 15:41:45.83106+01,2019-03-20 15:41:45.83106+01
76893,4734,2019-03-21 13:02:28.778927+01,2019-03-21 13:02:28.778927+01
76894,4734,2019-03-21 13:02:28.778927+01,2019-03-21 13:02:28.778927+01
76895,4734,2019-03-21 13:02:28.778927+01,2019-03-21 13:02:28.778927+01
63752,5092,2019-03-20 15:41:45.83106+01,2019-03-20 15:41:45.83106+01
63753,5092,2019-03-20 15:41:45.83106+01,2019-03-20 15:41:45.83106+01
76896,4734,2019-03-21 13:02:28.778927+01,2019-03-21 13:02:28.778927+01
63755,5092,2019-03-20 15:41:45.83106+01,2019-03-20 15:41:45.83106+01
63756,5092,2019-03-20 15:41:45.83106+01,2019-03-20 15:41:45.83106+01
76897,4734,2019-03-21 13:02:28.778927+01,2019-03-21 13:02:28.778927+01
63758,5092,2019-03-20 15:41:45.83106+01,2019-03-20 15:41:45.83106+01
76898,4734,2019-03-21 13:02:28.778927+01,2019-03-21 13:02:28.778927+01
76899,4734,2019-03-21 13:02:28.778927+01,2019-03-21 13:02:28.778927+01
76900,4734,2019-03-21 13:02:28.778927+01,2019-03-21 13:02:28.778927+01
63762,5092,2019-03-20 15:41:45.83106+01,2019-03-20 15:41:45.83106+01
63764,5092,2019-03-20 15:41:45.83106+01,2019-03-20 15:41:45.83106+01
63765,5092,2019-03-20 15:41:45.83106+01,2019-03-20 15:41:45.83106+01
63766,5092,2019-03-20 15:41:45.83106+01,2019-03-20 15:41:45.83106+01
63768,5092,2019-03-20 15:41:45.83106+01,2019-03-20 15:41:45.83106+01
63769,5092,2019-03-20 15:41:45.83106+01,2019-03-20 15:41:45.83106+01
63770,5092,2019-03-20 15:41:45.83106+01,2019-03-20 15:41:45.83106+01
63772,5092,2019-03-20 15:41:45.83106+01,2019-03-20 15:41:45.83106+01
63773,5092,2019-03-20 15:41:45.83106+01,2019-03-20 15:41:45.83106+01
76901,4734,2019-03-21 13:02:28.778927+01,2019-03-21 13:02:28.778927+01
63775,5092,2019-03-20 15:41:45.83106+01,2019-03-20 15:41:45.83106+01
63776,5092,2019-03-20 15:41:45.83106+01,2019-03-20 15:41:45.83106+01
63777,5092,2019-03-20 15:41:45.83106+01,2019-03-20 15:41:45.83106+01
63778,5092,2019-03-20 15:41:45.83106+01,2019-03-20 15:41:45.83106+01
63779,5092,2019-03-20 15:41:45.83106+01,2019-03-20 15:41:45.83106+01
63780,5092,2019-03-20 15:41:45.83106+01,2019-03-20 15:41:45.83106+01
63781,5092,2019-03-20 15:41:45.83106+01,2019-03-20 15:41:45.83106+01
63782,5092,2019-03-20 15:41:45.83106+01,2019-03-20 15:41:45.83106+01
63784,5092,2019-03-20 15:41:45.83106+01,2019-03-20 15:41:45.83106+01
63785,5094,2019-03-20 15:41:47.539718+01,2019-03-20 15:41:47.539718+01
63906,5105,2019-03-20 15:41:54.688053+01,2019-03-20 15:41:54.688053+01
63907,5105,2019-03-20 15:41:54.688053+01,2019-03-20 15:41:54.688053+01
63908,5105,2019-03-20 15:41:54.688053+01,2019-03-20 15:41:54.688053+01
63909,5105,2019-03-20 15:41:54.688053+01,2019-03-20 15:41:54.688053+01
63910,5105,2019-03-20 15:41:54.688053+01,2019-03-20 15:41:54.688053+01
63911,5105,2019-03-20 15:41:54.688053+01,2019-03-20 15:41:54.688053+01
60921,5105,2019-03-20 15:41:54.693051+01,2019-03-20 15:41:54.693051+01
63913,5105,2019-03-20 15:41:54.693051+01,2019-03-20 15:41:54.693051+01
63914,5105,2019-03-20 15:41:54.693051+01,2019-03-20 15:41:54.693051+01
63915,5105,2019-03-20 15:41:54.693051+01,2019-03-20 15:41:54.693051+01
63916,5105,2019-03-20 15:41:54.693051+01,2019-03-20 15:41:54.693051+01
63917,5105,2019-03-20 15:41:54.693051+01,2019-03-20 15:41:54.693051+01
63918,5105,2019-03-20 15:41:54.693051+01,2019-03-20 15:41:54.693051+01
63919,5105,2019-03-20 15:41:54.693051+01,2019-03-20 15:41:54.693051+01
60923,5105,2019-03-20 15:41:54.698036+01,2019-03-20 15:41:54.698036+01
63921,5105,2019-03-20 15:41:54.698036+01,2019-03-20 15:41:54.698036+01
63922,5105,2019-03-20 15:41:54.698036+01,2019-03-20 15:41:54.698036+01
63923,5105,2019-03-20 15:41:54.698036+01,2019-03-20 15:41:54.698036+01
63924,5105,2019-03-20 15:41:54.698036+01,2019-03-20 15:41:54.698036+01
63925,5105,2019-03-20 15:41:54.698036+01,2019-03-20 15:41:54.698036+01
63926,5105,2019-03-20 15:41:54.698036+01,2019-03-20 15:41:54.698036+01
63927,5105,2019-03-20 15:41:54.698036+01,2019-03-20 15:41:54.698036+01
63928,5105,2019-03-20 15:41:54.698036+01,2019-03-20 15:41:54.698036+01
63929,5105,2019-03-20 15:41:54.698036+01,2019-03-20 15:41:54.698036+01
63930,5105,2019-03-20 15:41:54.698036+01,2019-03-20 15:41:54.698036+01
63931,5105,2019-03-20 15:41:54.698036+01,2019-03-20 15:41:54.698036+01
63932,5105,2019-03-20 15:41:54.698036+01,2019-03-20 15:41:54.698036+01
63933,5105,2019-03-20 15:41:54.698036+01,2019-03-20 15:41:54.698036+01
63934,5105,2019-03-20 15:41:54.698036+01,2019-03-20 15:41:54.698036+01
63935,5105,2019-03-20 15:41:54.698036+01,2019-03-20 15:41:54.698036+01
63936,5105,2019-03-20 15:41:54.698036+01,2019-03-20 15:41:54.698036+01
63937,5105,2019-03-20 15:41:54.698036+01,2019-03-20 15:41:54.698036+01
63938,5105,2019-03-20 15:41:54.698036+01,2019-03-20 15:41:54.698036+01
63939,5105,2019-03-20 15:41:54.698036+01,2019-03-20 15:41:54.698036+01
60930,5105,2019-03-20 15:41:54.709547+01,2019-03-20 15:41:54.709547+01
63941,5105,2019-03-20 15:41:54.709547+01,2019-03-20 15:41:54.709547+01
63942,5105,2019-03-20 15:41:54.709547+01,2019-03-20 15:41:54.709547+01
63943,5105,2019-03-20 15:41:54.709547+01,2019-03-20 15:41:54.709547+01
60931,5105,2019-03-20 15:41:54.71191+01,2019-03-20 15:41:54.71191+01
63945,5105,2019-03-20 15:41:54.71191+01,2019-03-20 15:41:54.71191+01
63946,5105,2019-03-20 15:41:54.71191+01,2019-03-20 15:41:54.71191+01
63947,5105,2019-03-20 15:41:54.71191+01,2019-03-20 15:41:54.71191+01
60933,5105,2019-03-20 15:41:54.714529+01,2019-03-20 15:41:54.714529+01
63949,5105,2019-03-20 15:41:54.714529+01,2019-03-20 15:41:54.714529+01
63950,5105,2019-03-20 15:41:54.714529+01,2019-03-20 15:41:54.714529+01
63951,5105,2019-03-20 15:41:54.714529+01,2019-03-20 15:41:54.714529+01
63952,5105,2019-03-20 15:41:54.714529+01,2019-03-20 15:41:54.714529+01
63953,5105,2019-03-20 15:41:54.714529+01,2019-03-20 15:41:54.714529+01
63954,5105,2019-03-20 15:41:54.714529+01,2019-03-20 15:41:54.714529+01
63955,5105,2019-03-20 15:41:54.714529+01,2019-03-20 15:41:54.714529+01
63956,5105,2019-03-20 15:41:54.714529+01,2019-03-20 15:41:54.714529+01
63957,5105,2019-03-20 15:41:54.714529+01,2019-03-20 15:41:54.714529+01
63958,5105,2019-03-20 15:41:54.714529+01,2019-03-20 15:41:54.714529+01
63959,5105,2019-03-20 15:41:54.714529+01,2019-03-20 15:41:54.714529+01
63960,5105,2019-03-20 15:41:54.714529+01,2019-03-20 15:41:54.714529+01
63961,5105,2019-03-20 15:41:54.714529+01,2019-03-20 15:41:54.714529+01
63962,5105,2019-03-20 15:41:54.714529+01,2019-03-20 15:41:54.714529+01
60938,5105,2019-03-20 15:41:54.722105+01,2019-03-20 15:41:54.722105+01
63964,5105,2019-03-20 15:41:54.722105+01,2019-03-20 15:41:54.722105+01
63965,5105,2019-03-20 15:41:54.722105+01,2019-03-20 15:41:54.722105+01
63966,5105,2019-03-20 15:41:54.722105+01,2019-03-20 15:41:54.722105+01
60918,5107,2019-03-20 15:41:59.302075+01,2019-03-20 15:41:59.302075+01
60919,5107,2019-03-20 15:41:59.303227+01,2019-03-20 15:41:59.303227+01
60920,5107,2019-03-20 15:41:59.304182+01,2019-03-20 15:41:59.304182+01
60921,5107,2019-03-20 15:41:59.305272+01,2019-03-20 15:41:59.305272+01
60922,5107,2019-03-20 15:41:59.306395+01,2019-03-20 15:41:59.306395+01
60923,5107,2019-03-20 15:41:59.307354+01,2019-03-20 15:41:59.307354+01
60924,5107,2019-03-20 15:41:59.308302+01,2019-03-20 15:41:59.308302+01
60925,5107,2019-03-20 15:41:59.309307+01,2019-03-20 15:41:59.309307+01
60926,5107,2019-03-20 15:41:59.310274+01,2019-03-20 15:41:59.310274+01
60927,5107,2019-03-20 15:41:59.311215+01,2019-03-20 15:41:59.311215+01
60928,5107,2019-03-20 15:41:59.312134+01,2019-03-20 15:41:59.312134+01
60929,5107,2019-03-20 15:41:59.313244+01,2019-03-20 15:41:59.313244+01
60930,5107,2019-03-20 15:41:59.314372+01,2019-03-20 15:41:59.314372+01
60931,5107,2019-03-20 15:41:59.315531+01,2019-03-20 15:41:59.315531+01
60932,5107,2019-03-20 15:41:59.316568+01,2019-03-20 15:41:59.316568+01
60933,5107,2019-03-20 15:41:59.31754+01,2019-03-20 15:41:59.31754+01
60934,5107,2019-03-20 15:41:59.318495+01,2019-03-20 15:41:59.318495+01
60935,5107,2019-03-20 15:41:59.319445+01,2019-03-20 15:41:59.319445+01
60936,5107,2019-03-20 15:41:59.320362+01,2019-03-20 15:41:59.320362+01
60937,5107,2019-03-20 15:41:59.321464+01,2019-03-20 15:41:59.321464+01
60938,5107,2019-03-20 15:41:59.32262+01,2019-03-20 15:41:59.32262+01
63906,5108,2019-03-20 15:42:00.863194+01,2019-03-20 15:42:00.863194+01
63907,5108,2019-03-20 15:42:00.864775+01,2019-03-20 15:42:00.864775+01
63908,5108,2019-03-20 15:42:00.866144+01,2019-03-20 15:42:00.866144+01
63909,5108,2019-03-20 15:42:00.867451+01,2019-03-20 15:42:00.867451+01
63910,5108,2019-03-20 15:42:00.868627+01,2019-03-20 15:42:00.868627+01
63911,5108,2019-03-20 15:42:00.869758+01,2019-03-20 15:42:00.869758+01
60921,5108,2019-03-20 15:42:00.870998+01,2019-03-20 15:42:00.870998+01
63913,5108,2019-03-20 15:42:00.872146+01,2019-03-20 15:42:00.872146+01
63914,5108,2019-03-20 15:42:00.873265+01,2019-03-20 15:42:00.873265+01
63915,5108,2019-03-20 15:42:00.874466+01,2019-03-20 15:42:00.874466+01
63916,5108,2019-03-20 15:42:00.875425+01,2019-03-20 15:42:00.875425+01
63917,5108,2019-03-20 15:42:00.876423+01,2019-03-20 15:42:00.876423+01
63918,5108,2019-03-20 15:42:00.877382+01,2019-03-20 15:42:00.877382+01
63919,5108,2019-03-20 15:42:00.878325+01,2019-03-20 15:42:00.878325+01
60923,5108,2019-03-20 15:42:00.879294+01,2019-03-20 15:42:00.879294+01
63921,5108,2019-03-20 15:42:00.880388+01,2019-03-20 15:42:00.880388+01
63922,5108,2019-03-20 15:42:00.881351+01,2019-03-20 15:42:00.881351+01
63923,5108,2019-03-20 15:42:00.882308+01,2019-03-20 15:42:00.882308+01
63924,5108,2019-03-20 15:42:00.883178+01,2019-03-20 15:42:00.883178+01
63925,5108,2019-03-20 15:42:00.884018+01,2019-03-20 15:42:00.884018+01
63926,5108,2019-03-20 15:42:00.88485+01,2019-03-20 15:42:00.88485+01
63927,5108,2019-03-20 15:42:00.88575+01,2019-03-20 15:42:00.88575+01
63928,5108,2019-03-20 15:42:00.886569+01,2019-03-20 15:42:00.886569+01
63929,5108,2019-03-20 15:42:00.88742+01,2019-03-20 15:42:00.88742+01
63930,5108,2019-03-20 15:42:00.888474+01,2019-03-20 15:42:00.888474+01
63931,5108,2019-03-20 15:42:00.889401+01,2019-03-20 15:42:00.889401+01
63932,5108,2019-03-20 15:42:00.890215+01,2019-03-20 15:42:00.890215+01
63933,5108,2019-03-20 15:42:00.891059+01,2019-03-20 15:42:00.891059+01
63934,5108,2019-03-20 15:42:00.891976+01,2019-03-20 15:42:00.891976+01
63935,5108,2019-03-20 15:42:00.8929+01,2019-03-20 15:42:00.8929+01
63936,5108,2019-03-20 15:42:00.893704+01,2019-03-20 15:42:00.893704+01
63937,5108,2019-03-20 15:42:00.894503+01,2019-03-20 15:42:00.894503+01
63938,5108,2019-03-20 15:42:00.895487+01,2019-03-20 15:42:00.895487+01
63939,5108,2019-03-20 15:42:00.896358+01,2019-03-20 15:42:00.896358+01
60930,5108,2019-03-20 15:42:00.897384+01,2019-03-20 15:42:00.897384+01
63941,5108,2019-03-20 15:42:00.898677+01,2019-03-20 15:42:00.898677+01
63942,5108,2019-03-20 15:42:00.899625+01,2019-03-20 15:42:00.899625+01
63943,5108,2019-03-20 15:42:00.900501+01,2019-03-20 15:42:00.900501+01
60931,5108,2019-03-20 15:42:00.901373+01,2019-03-20 15:42:00.901373+01
63945,5108,2019-03-20 15:42:00.902355+01,2019-03-20 15:42:00.902355+01
63946,5108,2019-03-20 15:42:00.903247+01,2019-03-20 15:42:00.903247+01
63947,5108,2019-03-20 15:42:00.904165+01,2019-03-20 15:42:00.904165+01
60933,5108,2019-03-20 15:42:00.905285+01,2019-03-20 15:42:00.905285+01
63949,5108,2019-03-20 15:42:00.90623+01,2019-03-20 15:42:00.90623+01
63950,5108,2019-03-20 15:42:00.907123+01,2019-03-20 15:42:00.907123+01
63951,5108,2019-03-20 15:42:00.908001+01,2019-03-20 15:42:00.908001+01
