sample_id,report_id,created,last_update
60044,4763,2019-03-20 15:22:48.286733+01,2019-03-20 15:22:48.286733+01
60045,4763,2019-03-20 15:22:48.286733+01,2019-03-20 15:22:48.286733+01
76645,4734,2019-03-20 18:18:27.423304+01,2019-03-20 18:18:27.423304+01
76646,4734,2019-03-20 18:18:27.423304+01,2019-03-20 18:18:27.423304+01
76647,4734,2019-03-20 18:18:27.423304+01,2019-03-20 18:18:27.423304+01
76648,4734,2019-03-20 18:18:27.423304+01,2019-03-20 18:18:27.423304+01
60051,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60052,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60053,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60054,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60055,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60056,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60057,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60058,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60059,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60060,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60061,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60062,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60063,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60064,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60065,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60066,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60067,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60068,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60069,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60070,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60071,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60072,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60073,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60074,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60075,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60076,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60077,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60078,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60079,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60080,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60081,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60082,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60083,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60084,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60085,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60086,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60087,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60088,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60089,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60090,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60091,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60092,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60093,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60094,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60095,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60096,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60097,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60098,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60099,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60100,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60101,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60102,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60103,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60104,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60105,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60106,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60107,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60108,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60109,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60110,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60111,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60112,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60113,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60114,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60115,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60116,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60117,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60118,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60119,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60120,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60121,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60122,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60123,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60124,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60125,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60126,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60127,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60128,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60129,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60130,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60131,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60132,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60133,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60134,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60135,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60136,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60137,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60138,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60139,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60140,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60141,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60142,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60143,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60144,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60145,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60146,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60147,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60148,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60149,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60150,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60151,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60152,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60153,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60154,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60155,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60156,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60157,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60158,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60159,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60160,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60161,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60162,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60163,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60164,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60165,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60166,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60167,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60168,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60169,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60170,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60171,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60172,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60173,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60174,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60175,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60176,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60177,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60178,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60179,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60180,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60181,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60182,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60183,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
60184,4765,2019-03-20 15:22:58.971477+01,2019-03-20 15:22:58.971477+01
