apt_name,report_id,created,last_update
putterpanda,4988,2019-03-20 15:38:03.476007+01,2019-03-20 15:38:03.476007+01
putterpanda,4841,2019-03-20 15:38:20.636927+01,2019-03-20 15:38:20.636927+01
putterpanda,4990,2019-03-20 15:38:23.244469+01,2019-03-20 15:38:23.244469+01
apt1,4990,2019-03-20 15:38:23.245556+01,2019-03-20 15:38:23.245556+01
fin6,4991,2019-03-20 15:38:23.337442+01,2019-03-20 15:38:23.337442+01
fin6,4992,2019-03-20 15:38:31.332272+01,2019-03-20 15:38:31.332272+01
gcman,4993,2019-03-20 15:38:31.338221+01,2019-03-20 15:38:31.338221+01
gcman,4994,2019-03-20 15:38:38.891894+01,2019-03-20 15:38:38.891894+01
scarletmimic,4995,2019-03-20 15:38:38.897564+01,2019-03-20 15:38:38.897564+01
scarletmimic,4996,2019-03-20 15:38:50.469543+01,2019-03-20 15:38:50.469543+01
putterpanda,4996,2019-03-20 15:38:50.470794+01,2019-03-20 15:38:50.470794+01
carbanak,4997,2019-03-20 15:38:50.543651+01,2019-03-20 15:38:50.543651+01
carbanak,4998,2019-03-20 15:38:59.273351+01,2019-03-20 15:38:59.273351+01
carbanak,4846,2019-03-20 15:39:00.019248+01,2019-03-20 15:39:00.019248+01
carbanak,5001,2019-03-20 15:39:00.852024+01,2019-03-20 15:39:00.852024+01
platinum,5002,2019-03-20 15:39:00.856877+01,2019-03-20 15:39:00.856877+01
apt28,5003,2019-03-20 15:39:09.097215+01,2019-03-20 15:39:09.097215+01
platinum,5003,2019-03-20 15:39:09.098728+01,2019-03-20 15:39:09.098728+01
lotusblossom,5004,2019-03-20 15:39:09.132766+01,2019-03-20 15:39:09.132766+01
lotusblossom,5005,2019-03-20 15:39:17.262221+01,2019-03-20 15:39:17.262221+01
lotusblossom,5006,2019-03-20 15:39:18.305996+01,2019-03-20 15:39:18.305996+01
apt1,5007,2019-03-20 15:39:18.315734+01,2019-03-20 15:39:18.315734+01
apt1,5008,2019-03-20 15:39:20.607166+01,2019-03-20 15:39:20.607166+01
apt1,5009,2019-03-20 15:39:21.229898+01,2019-03-20 15:39:21.229898+01
apt12,5010,2019-03-20 15:39:23.630238+01,2019-03-20 15:39:23.630238+01
apt1,5010,2019-03-20 15:39:23.6317+01,2019-03-20 15:39:23.6317+01
threatgroup3390,5010,2019-03-20 15:39:23.633486+01,2019-03-20 15:39:23.633486+01
putterpanda,5007,2019-03-20 15:39:24.992668+01,2019-03-20 15:39:24.992668+01
putterpanda,4766,2019-03-20 15:39:38.417415+01,2019-03-20 15:39:38.417415+01
apt1,4766,2019-03-20 15:39:38.42155+01,2019-03-20 15:39:38.42155+01
axiom,4766,2019-03-20 15:39:38.422692+01,2019-03-20 15:39:38.422692+01
menupass,4766,2019-03-20 15:39:38.425718+01,2019-03-20 15:39:38.425718+01
apt3,5007,2019-03-20 15:39:38.434062+01,2019-03-20 15:39:38.434062+01
apt3,5017,2019-03-20 15:39:42.249381+01,2019-03-20 15:39:42.249381+01
threatgroup3390,5017,2019-03-20 15:39:42.250121+01,2019-03-20 15:39:42.250121+01
apt3,5019,2019-03-20 15:39:43.149055+01,2019-03-20 15:39:43.149055+01
menupass,5019,2019-03-20 15:39:43.15+01,2019-03-20 15:39:43.15+01
apt32,4811,2019-03-20 15:39:43.791333+01,2019-03-20 15:39:43.791333+01
apt17,4811,2019-03-20 15:39:43.793682+01,2019-03-20 15:39:43.793682+01
apt37,4811,2019-03-20 15:39:43.794604+01,2019-03-20 15:39:43.794604+01
apt16,4811,2019-03-20 15:39:43.796362+01,2019-03-20 15:39:43.796362+01
menupass,4811,2019-03-20 15:39:43.798168+01,2019-03-20 15:39:43.798168+01
apt18,4811,2019-03-20 15:39:43.799611+01,2019-03-20 15:39:43.799611+01
apt28,4811,2019-03-20 15:39:43.800304+01,2019-03-20 15:39:43.800304+01
apt1,4811,2019-03-20 15:39:43.801476+01,2019-03-20 15:39:43.801476+01
apt29,4811,2019-03-20 15:39:43.803382+01,2019-03-20 15:39:43.803382+01
apt3,5022,2019-03-20 15:39:46.396832+01,2019-03-20 15:39:46.396832+01
apt3,5023,2019-03-20 15:40:04.069335+01,2019-03-20 15:40:04.069335+01
apt1,5024,2019-03-20 15:40:04.454895+01,2019-03-20 15:40:04.454895+01
apt3,5024,2019-03-20 15:40:04.456372+01,2019-03-20 15:40:04.456372+01
apt12,5007,2019-03-20 15:40:04.465057+01,2019-03-20 15:40:04.465057+01
apt12,5027,2019-03-20 15:40:06.848833+01,2019-03-20 15:40:06.848833+01
apt12,5029,2019-03-20 15:40:11.108948+01,2019-03-20 15:40:11.108948+01
apt12,5030,2019-03-20 15:40:13.66695+01,2019-03-20 15:40:13.66695+01
apt12,5031,2019-03-20 15:40:14.503864+01,2019-03-20 15:40:14.503864+01
apt12,5032,2019-03-20 15:40:15.790805+01,2019-03-20 15:40:15.790805+01
apt12,5033,2019-03-20 15:40:16.77626+01,2019-03-20 15:40:16.77626+01
apt16,5007,2019-03-20 15:40:16.782517+01,2019-03-20 15:40:16.782517+01
dragonok,5037,2019-03-20 15:40:20.377697+01,2019-03-20 15:40:20.377697+01
apt16,5037,2019-03-20 15:40:20.378711+01,2019-03-20 15:40:20.378711+01
admin338,5037,2019-03-20 15:40:20.379724+01,2019-03-20 15:40:20.379724+01
platinum,5037,2019-03-20 15:40:20.38052+01,2019-03-20 15:40:20.38052+01
apt17,5007,2019-03-20 15:40:20.404359+01,2019-03-20 15:40:20.404359+01
apt17,5039,2019-03-20 15:40:21.178335+01,2019-03-20 15:40:21.178335+01
apt17,5040,2019-03-20 15:40:22.589434+01,2019-03-20 15:40:22.589434+01
elderwood,5041,2019-03-20 15:40:31.123363+01,2019-03-20 15:40:31.123363+01
apt1,5041,2019-03-20 15:40:31.124416+01,2019-03-20 15:40:31.124416+01
apt17,5041,2019-03-20 15:40:31.126186+01,2019-03-20 15:40:31.126186+01
apt17,5042,2019-03-20 15:40:31.845251+01,2019-03-20 15:40:31.845251+01
apt28,5043,2019-03-20 15:40:37.416362+01,2019-03-20 15:40:37.416362+01
apt12,5043,2019-03-20 15:40:37.417452+01,2019-03-20 15:40:37.417452+01
apt29,5043,2019-03-20 15:40:37.419004+01,2019-03-20 15:40:37.419004+01
apt17,5043,2019-03-20 15:40:37.42059+01,2019-03-20 15:40:37.42059+01
axiom,5043,2019-03-20 15:40:37.421836+01,2019-03-20 15:40:37.421836+01
apt3,5043,2019-03-20 15:40:37.423293+01,2019-03-20 15:40:37.423293+01
apt1,5043,2019-03-20 15:40:37.423976+01,2019-03-20 15:40:37.423976+01
apt17,5044,2019-03-20 15:40:38.411153+01,2019-03-20 15:40:38.411153+01
apt17,4773,2019-03-20 15:40:38.862469+01,2019-03-20 15:40:38.862469+01
axiom,4773,2019-03-20 15:40:38.864682+01,2019-03-20 15:40:38.864682+01
elderwood,4773,2019-03-20 15:40:38.86564+01,2019-03-20 15:40:38.86564+01
apt1,4773,2019-03-20 15:40:38.867018+01,2019-03-20 15:40:38.867018+01
turla,4773,2019-03-20 15:40:38.867857+01,2019-03-20 15:40:38.867857+01
apt18,5007,2019-03-20 15:40:38.875672+01,2019-03-20 15:40:38.875672+01
apt18,5047,2019-03-20 15:40:40.456355+01,2019-03-20 15:40:40.456355+01
apt12,5048,2019-03-20 15:40:41.926397+01,2019-03-20 15:40:41.926397+01
apt18,5050,2019-03-20 15:40:46.354783+01,2019-03-20 15:40:46.354783+01
axiom,5007,2019-03-20 15:40:46.367972+01,2019-03-20 15:40:46.367972+01
winntigroup,5052,2019-03-20 15:40:48.777167+01,2019-03-20 15:40:48.777167+01
axiom,5052,2019-03-20 15:40:48.778503+01,2019-03-20 15:40:48.778503+01
axiom,5053,2019-03-20 15:40:48.844447+01,2019-03-20 15:40:48.844447+01
axiom,5054,2019-03-20 15:40:48.891954+01,2019-03-20 15:40:48.891954+01
winntigroup,5055,2019-03-20 15:40:51.159252+01,2019-03-20 15:40:51.159252+01
axiom,5055,2019-03-20 15:40:51.160438+01,2019-03-20 15:40:51.160438+01
axiom,5057,2019-03-20 15:40:53.051595+01,2019-03-20 15:40:53.051595+01
winntigroup,5007,2019-03-20 15:40:53.062823+01,2019-03-20 15:40:53.062823+01
winntigroup,5059,2019-03-20 15:40:54.919897+01,2019-03-20 15:40:54.919897+01
winntigroup,5060,2019-03-20 15:40:55.538528+01,2019-03-20 15:40:55.538528+01
winntigroup,5061,2019-03-20 15:40:56.646129+01,2019-03-20 15:40:56.646129+01
deeppanda,5007,2019-03-20 15:40:56.657274+01,2019-03-20 15:40:56.657274+01
rtm,5063,2019-03-20 15:41:00.063239+01,2019-03-20 15:41:00.063239+01
deeppanda,5063,2019-03-20 15:41:00.064351+01,2019-03-20 15:41:00.064351+01
deeppanda,4808,2019-03-20 15:41:02.515701+01,2019-03-20 15:41:02.515701+01
naikon,5007,2019-03-20 15:41:02.534872+01,2019-03-20 15:41:02.534872+01
naikon,5067,2019-03-20 15:41:04.89241+01,2019-03-20 15:41:04.89241+01
apt30,5067,2019-03-20 15:41:04.893476+01,2019-03-20 15:41:04.893476+01
naikon,5068,2019-03-20 15:41:06.525298+01,2019-03-20 15:41:06.525298+01
naikon,5069,2019-03-20 15:41:08.150622+01,2019-03-20 15:41:08.150622+01
oilrig,5070,2019-03-20 15:41:09.223898+01,2019-03-20 15:41:09.223898+01
naikon,4749,2019-03-20 15:41:10.158521+01,2019-03-20 15:41:10.158521+01
platinum,5007,2019-03-20 15:41:10.881769+01,2019-03-20 15:41:10.881769+01
platinum,5074,2019-03-20 15:41:13.70866+01,2019-03-20 15:41:13.70866+01
platinum,5075,2019-03-20 15:41:14.794045+01,2019-03-20 15:41:14.794045+01
naikon,5076,2019-03-20 15:41:16.281682+01,2019-03-20 15:41:16.281682+01
ke3chang,5076,2019-03-20 15:41:16.282696+01,2019-03-20 15:41:16.282696+01
equation,5076,2019-03-20 15:41:16.28395+01,2019-03-20 15:41:16.28395+01
platinum,5076,2019-03-20 15:41:16.285113+01,2019-03-20 15:41:16.285113+01
naikon,5079,2019-03-20 15:41:22.359585+01,2019-03-20 15:41:22.359585+01
ke3chang,5079,2019-03-20 15:41:22.360709+01,2019-03-20 15:41:22.360709+01
lotusblossom,5007,2019-03-20 15:41:22.3694+01,2019-03-20 15:41:22.3694+01
lotusblossom,5082,2019-03-20 15:41:27.63645+01,2019-03-20 15:41:27.63645+01
lotusblossom,5083,2019-03-20 15:41:30.16713+01,2019-03-20 15:41:30.16713+01
lotusblossom,5084,2019-03-20 15:41:32.862108+01,2019-03-20 15:41:32.862108+01
lotusblossom,5085,2019-03-20 15:41:35.893175+01,2019-03-20 15:41:35.893175+01
lotusblossom,5086,2019-03-20 15:41:37.467223+01,2019-03-20 15:41:37.467223+01
lotusblossom,5087,2019-03-20 15:41:38.426741+01,2019-03-20 15:41:38.426741+01
ke3chang,5007,2019-03-20 15:41:38.444513+01,2019-03-20 15:41:38.444513+01
ke3chang,5090,2019-03-20 15:41:41.163259+01,2019-03-20 15:41:41.163259+01
apt1,4754,2019-03-20 15:41:42.764874+01,2019-03-20 15:41:42.764874+01
turla,4754,2019-03-20 15:41:42.771295+01,2019-03-20 15:41:42.771295+01
ke3chang,5092,2019-03-20 15:41:45.829018+01,2019-03-20 15:41:45.829018+01
apt1,5092,2019-03-20 15:41:45.830195+01,2019-03-20 15:41:45.830195+01
ke3chang,5093,2019-03-20 15:41:46.167562+01,2019-03-20 15:41:46.167562+01
ke3chang,5094,2019-03-20 15:41:47.537645+01,2019-03-20 15:41:47.537645+01
suckfly,5007,2019-03-20 15:41:51.020409+01,2019-03-20 15:41:51.020409+01
pittytiger,5007,2019-03-20 15:41:51.594381+01,2019-03-20 15:41:51.594381+01
pittytiger,5101,2019-03-20 15:41:52.142903+01,2019-03-20 15:41:52.142903+01
scarletmimic,5007,2019-03-20 15:41:52.148702+01,2019-03-20 15:41:52.148702+01
lotusblossom,4996,2019-03-20 15:41:53.15464+01,2019-03-20 15:41:53.15464+01
apt19,5007,2019-03-20 15:41:53.238099+01,2019-03-20 15:41:53.238099+01
apt19,5105,2019-03-20 15:41:54.686675+01,2019-03-20 15:41:54.686675+01
apt19,5106,2019-03-20 15:41:57.250981+01,2019-03-20 15:41:57.250981+01
apt19,5107,2019-03-20 15:41:59.299136+01,2019-03-20 15:41:59.299136+01
apt19,5108,2019-03-20 15:42:00.8604+01,2019-03-20 15:42:00.8604+01
dragonok,5007,2019-03-20 15:42:00.931434+01,2019-03-20 15:42:00.931434+01
dragonok,5111,2019-03-20 15:42:06.936439+01,2019-03-20 15:42:06.936439+01
dragonok,5112,2019-03-20 15:42:09.113991+01,2019-03-20 15:42:09.113991+01
ta459,5007,2019-03-20 15:42:10.349417+01,2019-03-20 15:42:10.349417+01
ta459,5116,2019-03-20 15:42:11.668254+01,2019-03-20 15:42:11.668254+01
bronzebutler,5007,2019-03-20 15:42:11.700074+01,2019-03-20 15:42:11.700074+01
bronzebutler,5119,2019-03-20 15:42:13.162859+01,2019-03-20 15:42:13.162859+01
bronzebutler,5120,2019-03-20 15:42:15.93771+01,2019-03-20 15:42:15.93771+01
bronzebutler,5121,2019-03-20 15:42:18.99466+01,2019-03-20 15:42:18.99466+01
darkhotel,5121,2019-03-20 15:42:18.996152+01,2019-03-20 15:42:18.996152+01
bronzebutler,5124,2019-03-20 15:42:22.901815+01,2019-03-20 15:42:22.901815+01
leviathan,5007,2019-03-20 15:42:22.921784+01,2019-03-20 15:42:22.921784+01
leviathan,5126,2019-03-20 15:42:23.859972+01,2019-03-20 15:42:23.859972+01
apt17,5127,2019-03-20 15:42:24.938729+01,2019-03-20 15:42:24.938729+01
leviathan,5127,2019-03-20 15:42:24.939819+01,2019-03-20 15:42:24.939819+01
leviathan,5128,2019-03-20 15:42:25.671876+01,2019-03-20 15:42:25.671876+01
leviathan,5129,2019-03-20 15:42:26.654405+01,2019-03-20 15:42:26.654405+01
leviathan,5130,2019-03-20 15:42:27.795974+01,2019-03-20 15:42:27.795974+01
nightdragon,5007,2019-03-20 15:42:27.852469+01,2019-03-20 15:42:27.852469+01
nightdragon,5132,2019-03-20 15:42:30.222463+01,2019-03-20 15:42:30.222463+01
menupass,5007,2019-03-20 15:42:31.654246+01,2019-03-20 15:42:31.654246+01
admin338,4956,2019-03-20 15:42:39.250228+01,2019-03-20 15:42:39.250228+01
axiom,5138,2019-03-20 15:42:40.688261+01,2019-03-20 15:42:40.688261+01
menupass,5138,2019-03-20 15:42:40.689481+01,2019-03-20 15:42:40.689481+01
menupass,5139,2019-03-20 15:42:42.513837+01,2019-03-20 15:42:42.513837+01
menupass,5140,2019-03-20 15:42:43.806319+01,2019-03-20 15:42:43.806319+01
admin338,5140,2019-03-20 15:42:43.807946+01,2019-03-20 15:42:43.807946+01
menupass,5141,2019-03-20 15:42:45.089727+01,2019-03-20 15:42:45.089727+01
menupass,5142,2019-03-20 15:42:47.346709+01,2019-03-20 15:42:47.346709+01
menupass,5143,2019-03-20 15:42:48.498295+01,2019-03-20 15:42:48.498295+01
apt32,5145,2019-03-20 15:42:56.207293+01,2019-03-20 15:42:56.207293+01
menupass,5145,2019-03-20 15:42:56.20824+01,2019-03-20 15:42:56.20824+01
apt19,5145,2019-03-20 15:42:56.209157+01,2019-03-20 15:42:56.209157+01
menupass,5146,2019-03-20 15:42:57.404009+01,2019-03-20 15:42:57.404009+01
admin338,5007,2019-03-20 15:42:58.209795+01,2019-03-20 15:42:58.209795+01
admin338,5149,2019-03-20 15:42:59.476854+01,2019-03-20 15:42:59.476854+01
apt28,5007,2019-03-20 15:42:59.972271+01,2019-03-20 15:42:59.972271+01
apt28,5153,2019-03-20 15:43:00.625469+01,2019-03-20 15:43:00.625469+01
apt28,5154,2019-03-20 15:43:01.555823+01,2019-03-20 15:43:01.555823+01
apt28,5155,2019-03-20 15:43:02.174821+01,2019-03-20 15:43:02.174821+01
apt28,5156,2019-03-20 15:43:04.286932+01,2019-03-20 15:43:04.286932+01
apt28,5157,2019-03-20 15:43:15.883839+01,2019-03-20 15:43:15.883839+01
apt28,5159,2019-03-20 15:43:19.328627+01,2019-03-20 15:43:19.328627+01
apt28,5161,2019-03-20 15:43:20.805288+01,2019-03-20 15:43:20.805288+01
apt28,5162,2019-03-20 15:43:23.478415+01,2019-03-20 15:43:23.478415+01
apt28,5163,2019-03-20 15:43:24.39643+01,2019-03-20 15:43:24.39643+01
apt28,5164,2019-03-20 15:43:25.284896+01,2019-03-20 15:43:25.284896+01
turla,4929,2019-03-20 15:43:26.057179+01,2019-03-20 15:43:26.057179+01
apt29,5166,2019-03-20 15:43:29.335948+01,2019-03-20 15:43:29.335948+01
apt28,5166,2019-03-20 15:43:29.33704+01,2019-03-20 15:43:29.33704+01
sandwormteam,5166,2019-03-20 15:43:29.338178+01,2019-03-20 15:43:29.338178+01
apt28,5167,2019-03-20 15:43:30.339095+01,2019-03-20 15:43:30.339095+01
apt28,5168,2019-03-20 15:43:30.915049+01,2019-03-20 15:43:30.915049+01
apt28,5169,2019-03-20 15:43:31.318917+01,2019-03-20 15:43:31.318917+01
apt28,5171,2019-03-20 15:43:32.429722+01,2019-03-20 15:43:32.429722+01
apt29,5007,2019-03-20 15:43:32.443415+01,2019-03-20 15:43:32.443415+01
apt29,5153,2019-03-20 15:43:32.907407+01,2019-03-20 15:43:32.907407+01
apt29,5174,2019-03-20 15:43:33.868277+01,2019-03-20 15:43:33.868277+01
apt29,5176,2019-03-20 15:43:41.347559+01,2019-03-20 15:43:41.347559+01
apt29,5179,2019-03-20 15:43:52.254022+01,2019-03-20 15:43:52.254022+01
apt28,5179,2019-03-20 15:43:52.254938+01,2019-03-20 15:43:52.254938+01
apt29,5180,2019-03-20 15:43:53.35268+01,2019-03-20 15:43:53.35268+01
apt29,5181,2019-03-20 15:43:54.494423+01,2019-03-20 15:43:54.494423+01
dragonfly,5007,2019-03-20 15:43:54.509487+01,2019-03-20 15:43:54.509487+01
dragonfly,5184,2019-03-20 15:43:55.852808+01,2019-03-20 15:43:55.852808+01
dragonfly,5187,2019-03-20 15:44:00.47415+01,2019-03-20 15:44:00.47415+01
dragonfly,5188,2019-03-20 15:44:01.039639+01,2019-03-20 15:44:01.039639+01
dragonfly,5189,2019-03-20 15:44:02.798306+01,2019-03-20 15:44:02.798306+01
dragonfly,5190,2019-03-20 15:44:03.957064+01,2019-03-20 15:44:03.957064+01
dragonfly,5191,2019-03-20 15:44:05.17537+01,2019-03-20 15:44:05.17537+01
molerats,5191,2019-03-20 15:44:05.176438+01,2019-03-20 15:44:05.176438+01
equation,5191,2019-03-20 15:44:05.177493+01,2019-03-20 15:44:05.177493+01
turla,5191,2019-03-20 15:44:05.178439+01,2019-03-20 15:44:05.178439+01
apt29,5191,2019-03-20 15:44:05.179278+01,2019-03-20 15:44:05.179278+01
apt28,5191,2019-03-20 15:44:05.180091+01,2019-03-20 15:44:05.180091+01
sandwormteam,5191,2019-03-20 15:44:05.181466+01,2019-03-20 15:44:05.181466+01
sandwormteam,5007,2019-03-20 15:44:05.191357+01,2019-03-20 15:44:05.191357+01
sandwormteam,5193,2019-03-20 15:44:07.233308+01,2019-03-20 15:44:07.233308+01
sandwormteam,5194,2019-03-20 15:44:10.627231+01,2019-03-20 15:44:10.627231+01
sandwormteam,5195,2019-03-20 15:44:14.056551+01,2019-03-20 15:44:14.056551+01
dragonfly,5195,2019-03-20 15:44:14.057721+01,2019-03-20 15:44:14.057721+01
sandwormteam,5196,2019-03-20 15:44:14.959266+01,2019-03-20 15:44:14.959266+01
sandwormteam,5197,2019-03-20 15:44:15.880467+01,2019-03-20 15:44:15.880467+01
sandwormteam,5198,2019-03-20 15:44:20.782541+01,2019-03-20 15:44:20.782541+01
sandwormteam,5199,2019-03-20 15:44:21.80041+01,2019-03-20 15:44:21.80041+01
fin7,5007,2019-03-20 15:44:21.825785+01,2019-03-20 15:44:21.825785+01
fin7,5201,2019-03-20 15:44:23.901134+01,2019-03-20 15:44:23.901134+01
carbanak,5201,2019-03-20 15:44:23.902124+01,2019-03-20 15:44:23.902124+01
fin7,5202,2019-03-20 15:44:25.173043+01,2019-03-20 15:44:25.173043+01
carbanak,5202,2019-03-20 15:44:25.174933+01,2019-03-20 15:44:25.174933+01
carbanak,4850,2019-03-20 15:45:43.342888+01,2019-03-20 15:45:43.342888+01
gamaredongroup,5007,2019-03-20 15:45:43.514188+01,2019-03-20 15:45:43.514188+01
gamaredongroup,5205,2019-03-20 15:45:45.744087+01,2019-03-20 15:45:45.744087+01
gamaredongroup,5206,2019-03-20 15:45:50.73302+01,2019-03-20 15:45:50.73302+01
lazarusgroup,5007,2019-03-20 15:45:51.06771+01,2019-03-20 15:45:51.06771+01
lazarusgroup,5008,2019-03-20 15:45:52.916365+01,2019-03-20 15:45:52.916365+01
bronzebutler,5209,2019-03-20 15:45:55.438825+01,2019-03-20 15:45:55.438825+01
lazarusgroup,5209,2019-03-20 15:45:55.440038+01,2019-03-20 15:45:55.440038+01
lazarusgroup,5210,2019-03-20 15:45:59.538114+01,2019-03-20 15:45:59.538114+01
lazarusgroup,5212,2019-03-20 15:46:04.656736+01,2019-03-20 15:46:04.656736+01
lazarusgroup,5213,2019-03-20 15:46:06.439528+01,2019-03-20 15:46:06.439528+01
lazarusgroup,5214,2019-03-20 15:46:07.26527+01,2019-03-20 15:46:07.26527+01
lazarusgroup,5215,2019-03-20 15:46:07.569293+01,2019-03-20 15:46:07.569293+01
lazarusgroup,5216,2019-03-20 15:46:07.857557+01,2019-03-20 15:46:07.857557+01
lazarusgroup,5217,2019-03-20 15:46:11.999101+01,2019-03-20 15:46:11.999101+01
lazarusgroup,5218,2019-03-20 15:46:13.701065+01,2019-03-20 15:46:13.701065+01
apt28,5219,2019-03-20 15:46:14.719853+01,2019-03-20 15:46:14.719853+01
lazarusgroup,5219,2019-03-20 15:46:14.721334+01,2019-03-20 15:46:14.721334+01
menupass,5219,2019-03-20 15:46:14.722059+01,2019-03-20 15:46:14.722059+01
apt3,5219,2019-03-20 15:46:14.723185+01,2019-03-20 15:46:14.723185+01
lazarusgroup,5220,2019-03-20 15:46:14.946736+01,2019-03-20 15:46:14.946736+01
lazarusgroup,5221,2019-03-20 15:46:16.460381+01,2019-03-20 15:46:16.460381+01
apt37,5007,2019-03-20 15:46:19.249519+01,2019-03-20 15:46:19.249519+01
apt37,5225,2019-03-20 15:46:20.136201+01,2019-03-20 15:46:20.136201+01
apt37,5226,2019-03-20 15:46:21.34018+01,2019-03-20 15:46:21.34018+01
apt37,5227,2019-03-20 15:46:23.634477+01,2019-03-20 15:46:23.634477+01
apt37,5228,2019-03-20 15:46:25.396291+01,2019-03-20 15:46:25.396291+01
apt37,5229,2019-03-20 15:46:26.855799+01,2019-03-20 15:46:26.855799+01
apt37,5230,2019-03-20 15:46:28.277478+01,2019-03-20 15:46:28.277478+01
darkhotel,5007,2019-03-20 15:46:28.299329+01,2019-03-20 15:46:28.299329+01
darkhotel,5232,2019-03-20 15:46:30.492486+01,2019-03-20 15:46:30.492486+01
darkhotel,5233,2019-03-20 15:46:31.507114+01,2019-03-20 15:46:31.507114+01
darkhotel,5234,2019-03-20 15:48:18.305634+01,2019-03-20 15:48:18.305634+01
darkhotel,4985,2019-03-20 15:48:19.644238+01,2019-03-20 15:48:19.644238+01
darkhotel,5236,2019-03-20 15:48:27.328103+01,2019-03-20 15:48:27.328103+01
darkhotel,5237,2019-03-20 15:48:31.557275+01,2019-03-20 15:48:31.557275+01
darkhotel,5238,2019-03-20 15:48:32.460511+01,2019-03-20 15:48:32.460511+01
oilrig,5007,2019-03-20 15:48:32.493322+01,2019-03-20 15:48:32.493322+01
oilrig,5240,2019-03-20 15:48:33.316283+01,2019-03-20 15:48:33.316283+01
fin7,5245,2019-03-20 15:48:45.577499+01,2019-03-20 15:48:45.577499+01
oilrig,5245,2019-03-20 15:48:45.578857+01,2019-03-20 15:48:45.578857+01
oilrig,5246,2019-03-20 15:48:47.237481+01,2019-03-20 15:48:47.237481+01
magichound,5246,2019-03-20 15:48:47.238747+01,2019-03-20 15:48:47.238747+01
oilrig,5247,2019-03-20 15:48:49.589267+01,2019-03-20 15:48:49.589267+01
oilrig,5248,2019-03-20 15:48:53.083445+01,2019-03-20 15:48:53.083445+01
cleaver,5249,2019-03-20 15:48:55.241768+01,2019-03-20 15:48:55.241768+01
oilrig,5249,2019-03-20 15:48:55.242677+01,2019-03-20 15:48:55.242677+01
oilrig,5251,2019-03-20 15:48:57.53659+01,2019-03-20 15:48:57.53659+01
oilrig,5252,2019-03-20 15:49:01.253255+01,2019-03-20 15:49:01.253255+01
apt32,4893,2019-03-20 15:49:06.735803+01,2019-03-20 15:49:06.735803+01
menupass,4893,2019-03-20 15:49:06.743214+01,2019-03-20 15:49:06.743214+01
apt28,4893,2019-03-20 15:49:06.744171+01,2019-03-20 15:49:06.744171+01
apt29,4893,2019-03-20 15:49:06.746842+01,2019-03-20 15:49:06.746842+01
muddywater,5254,2019-03-20 15:49:08.22364+01,2019-03-20 15:49:08.22364+01
oilrig,5254,2019-03-20 15:49:08.2258+01,2019-03-20 15:49:08.2258+01
copykittens,5007,2019-03-20 15:49:08.233703+01,2019-03-20 15:49:08.233703+01
copykittens,5257,2019-03-20 15:49:12.497817+01,2019-03-20 15:49:12.497817+01
copykittens,5258,2019-03-20 15:49:12.736608+01,2019-03-20 15:49:12.736608+01
copykittens,4916,2019-03-20 15:49:16.060361+01,2019-03-20 15:49:16.060361+01
charmingkitten,5007,2019-03-20 15:49:16.099417+01,2019-03-20 15:49:16.099417+01
charmingkitten,5262,2019-03-20 15:49:16.68206+01,2019-03-20 15:49:16.68206+01
magichound,5262,2019-03-20 15:49:16.683125+01,2019-03-20 15:49:16.683125+01
charmingkitten,5263,2019-03-20 15:49:21.31544+01,2019-03-20 15:49:21.31544+01
charmingkitten,5264,2019-03-20 15:49:22.380094+01,2019-03-20 15:49:22.380094+01
charmingkitten,5265,2019-03-20 15:49:24.187633+01,2019-03-20 15:49:24.187633+01
magichound,5265,2019-03-20 15:49:24.18926+01,2019-03-20 15:49:24.18926+01
charmingkitten,5266,2019-03-20 15:49:26.813915+01,2019-03-20 15:49:26.813915+01
magichound,5266,2019-03-20 15:49:26.815144+01,2019-03-20 15:49:26.815144+01
charmingkitten,5267,2019-03-20 15:49:29.770287+01,2019-03-20 15:49:29.770287+01
magichound,5267,2019-03-20 15:49:29.812351+01,2019-03-20 15:49:29.812351+01
charmingkitten,5268,2019-03-20 15:49:31.156006+01,2019-03-20 15:49:31.156006+01
charmingkitten,5269,2019-03-20 15:49:32.559425+01,2019-03-20 15:49:32.559425+01
oilrig,5269,2019-03-20 15:49:32.560515+01,2019-03-20 15:49:32.560515+01
magichound,5269,2019-03-20 15:49:32.56146+01,2019-03-20 15:49:32.56146+01
magichound,5007,2019-03-20 15:49:39.45689+01,2019-03-20 15:49:39.45689+01
magichound,5273,2019-03-20 15:49:42.68407+01,2019-03-20 15:49:42.68407+01
magichound,5274,2019-03-20 15:49:44.76313+01,2019-03-20 15:49:44.76313+01
magichound,5275,2019-03-20 15:49:46.104206+01,2019-03-20 15:49:46.104206+01
magichound,5276,2019-03-20 15:49:47.325489+01,2019-03-20 15:49:47.325489+01
magichound,5277,2019-03-20 15:49:50.387105+01,2019-03-20 15:49:50.387105+01
magichound,5278,2019-03-20 15:49:51.112973+01,2019-03-20 15:49:51.112973+01
magichound,5279,2019-03-20 15:49:54.664234+01,2019-03-20 15:49:54.664234+01
apt33,5281,2019-03-20 15:50:10.657663+01,2019-03-20 15:50:10.657663+01
magichound,5281,2019-03-20 15:50:10.659014+01,2019-03-20 15:50:10.659014+01
muddywater,5007,2019-03-20 15:50:10.692745+01,2019-03-20 15:50:10.692745+01
