report_id,technique_id,created,last_update
1152,attack-pattern--c848fcf7-6b62-4bde-8216-b6c157d48da0,2019-07-12 16:58:57.040556+00,2019-07-12 16:58:57.040556+00
1152,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,2019-07-12 16:58:57.048893+00,2019-07-12 16:58:57.048893+00
1152,attack-pattern--f4882e23-8aa7-4b12-b28a-b349c12ee9e0,2019-07-12 16:58:57.057212+00,2019-07-12 16:58:57.057212+00
1152,attack-pattern--b9f5dbe2-4c55-4fc5-af2e-d42c1d182ec4,2019-07-12 16:58:57.065556+00,2019-07-12 16:58:57.065556+00
1152,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,2019-07-12 16:58:57.073741+00,2019-07-12 16:58:57.073741+00
1152,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104,2019-07-12 16:58:57.082055+00,2019-07-12 16:58:57.082055+00
1152,attack-pattern--7fd87010-3a00-4da3-b905-410525e8ec44,2019-07-12 16:58:57.090553+00,2019-07-12 16:58:57.090553+00
1152,attack-pattern--6ff403bc-93e3-48be-8687-e102fdba8c88,2019-07-12 16:58:57.098877+00,2019-07-12 16:58:57.098877+00
1152,attack-pattern--00d0b012-8a03-410e-95de-5826bf542de6,2019-07-12 16:58:57.115631+00,2019-07-12 16:58:57.115631+00
1152,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,2019-07-12 16:58:57.123884+00,2019-07-12 16:58:57.123884+00
1152,attack-pattern--bb5a00de-e086-4859-a231-fa793f6797e2,2019-07-12 16:58:57.132196+00,2019-07-12 16:58:57.132196+00
1152,attack-pattern--9b99b83a-1aac-4e29-b975-b374950551a3,2019-07-12 16:58:57.144333+00,2019-07-12 16:58:57.144333+00
1152,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830,2019-07-12 16:58:57.15266+00,2019-07-12 16:58:57.15266+00
1152,attack-pattern--b2001907-166b-4d71-bb3c-9d26c871de09,2019-07-12 16:58:57.160996+00,2019-07-12 16:58:57.160996+00
1152,attack-pattern--ffe742ed-9100-4686-9e00-c331da544787,2019-07-12 16:58:57.169331+00,2019-07-12 16:58:57.169331+00
1152,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5,2019-07-12 16:58:57.177631+00,2019-07-12 16:58:57.177631+00
1152,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a,2019-07-12 16:58:57.185994+00,2019-07-12 16:58:57.185994+00
1152,attack-pattern--6aabc5ec-eae6-422c-8311-38d45ee9838a,2019-07-12 16:58:57.194304+00,2019-07-12 16:58:57.194304+00
1152,attack-pattern--92d7da27-2d91-488e-a00c-059dc162766d,2019-07-12 16:58:57.202636+00,2019-07-12 16:58:57.202636+00
1152,attack-pattern--7dd95ff6-712e-4056-9626-312ea4ab4c5e,2019-07-12 16:58:57.21097+00,2019-07-12 16:58:57.21097+00
1152,attack-pattern--51dea151-0898-4a45-967c-3ebee0420484,2019-07-12 16:58:57.219316+00,2019-07-12 16:58:57.219316+00
1152,attack-pattern--e01be9c5-e763-4caf-aeb7-000b416aef67,2019-07-12 16:58:57.227661+00,2019-07-12 16:58:57.227661+00
1152,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,2019-07-12 16:58:57.235959+00,2019-07-12 16:58:57.235959+00
1152,attack-pattern--a10641f4-87b4-45a3-a906-92a149cb2c27,2019-07-12 16:58:57.244287+00,2019-07-12 16:58:57.244287+00
1152,attack-pattern--56fca983-1cf1-4fd1-bda0-5e170a37ab59,2019-07-12 16:58:57.252615+00,2019-07-12 16:58:57.252615+00
1152,attack-pattern--c21d5a77-d422-4a69-acd7-2c53c1faa34b,2019-07-12 16:58:57.269381+00,2019-07-12 16:58:57.269381+00
1152,attack-pattern--0a3ead4e-6d47-4ccb-854c-a6a4f9d96b22,2019-07-12 16:58:57.277689+00,2019-07-12 16:58:57.277689+00
1152,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735,2019-07-12 16:58:57.286012+00,2019-07-12 16:58:57.286012+00
1152,attack-pattern--35dd844a-b219-4e2b-a6bb-efa9a75995a9,2019-07-12 16:58:57.294375+00,2019-07-12 16:58:57.294375+00
1152,attack-pattern--62b8c999-dcc0-4755-bd69-09442d9359f5,2019-07-12 16:58:57.302669+00,2019-07-12 16:58:57.302669+00
1152,attack-pattern--a93494bb-4b80-4ea1-8695-3236a49916fd,2019-07-12 16:58:57.311025+00,2019-07-12 16:58:57.311025+00
1152,attack-pattern--478aa214-2ca7-4ec0-9978-18798e514790,2019-07-12 16:58:57.319344+00,2019-07-12 16:58:57.319344+00
1152,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,2019-07-12 16:58:57.327704+00,2019-07-12 16:58:57.327704+00
1152,attack-pattern--ba8e391f-14b5-496f-81f2-2d5ecd646c1c,2019-07-12 16:58:57.335986+00,2019-07-12 16:58:57.335986+00
1152,attack-pattern--7e150503-88e7-4861-866b-ff1ac82c4475,2019-07-12 16:58:57.344328+00,2019-07-12 16:58:57.344328+00
1152,attack-pattern--f879d51c-5476-431c-aedf-f14d207e4d1e,2019-07-12 16:58:57.352663+00,2019-07-12 16:58:57.352663+00
1152,attack-pattern--84e02621-8fdf-470f-bd58-993bb6a89d91,2019-07-12 16:58:57.361012+00,2019-07-12 16:58:57.361012+00
1152,attack-pattern--15dbf668-795c-41e6-8219-f0447c0e64ce,2019-07-12 16:58:57.369326+00,2019-07-12 16:58:57.369326+00
1152,attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81,2019-07-12 16:58:57.377641+00,2019-07-12 16:58:57.377641+00
1154,attack-pattern--c16e5409-ee53-4d79-afdc-4099dc9292df,2019-07-12 16:59:37.544048+00,2019-07-12 16:59:37.544048+00
1154,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735,2019-07-12 16:59:37.580805+00,2019-07-12 16:59:37.580805+00
1154,attack-pattern--7fd87010-3a00-4da3-b905-410525e8ec44,2019-07-12 16:59:37.590252+00,2019-07-12 16:59:37.590252+00
1154,attack-pattern--00d0b012-8a03-410e-95de-5826bf542de6,2019-07-12 16:59:37.598546+00,2019-07-12 16:59:37.598546+00
1154,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,2019-07-12 16:59:37.606894+00,2019-07-12 16:59:37.606894+00
1154,attack-pattern--68f7e3a1-f09f-4164-9a62-16b648a0dd5a,2019-07-12 16:59:37.61521+00,2019-07-12 16:59:37.61521+00
1154,attack-pattern--9b99b83a-1aac-4e29-b975-b374950551a3,2019-07-12 16:59:37.623604+00,2019-07-12 16:59:37.623604+00
1154,attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055,2019-07-12 16:59:37.631885+00,2019-07-12 16:59:37.631885+00
1154,attack-pattern--ffe742ed-9100-4686-9e00-c331da544787,2019-07-12 16:59:37.640219+00,2019-07-12 16:59:37.640219+00
1154,attack-pattern--f4882e23-8aa7-4b12-b28a-b349c12ee9e0,2019-07-12 16:59:37.648508+00,2019-07-12 16:59:37.648508+00
1157,attack-pattern--c23b740b-a42b-47a1-aec2-9d48ddd547ff,2019-07-12 17:00:15.811196+00,2019-07-12 17:00:15.811196+00
1157,attack-pattern--72b74d71-8169-42aa-92e0-e7b04b9f5a08,2019-07-12 17:00:15.824325+00,2019-07-12 17:00:15.824325+00
1157,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0,2019-07-12 17:00:15.83257+00,2019-07-12 17:00:15.83257+00
1157,attack-pattern--3489cfc5-640f-4bb3-a103-9137b97de79f,2019-07-12 17:00:15.840932+00,2019-07-12 17:00:15.840932+00
1157,attack-pattern--b9f5dbe2-4c55-4fc5-af2e-d42c1d182ec4,2019-07-12 17:00:15.849246+00,2019-07-12 17:00:15.849246+00
1157,attack-pattern--7fd87010-3a00-4da3-b905-410525e8ec44,2019-07-12 17:00:15.857586+00,2019-07-12 17:00:15.857586+00
1157,attack-pattern--30208d3e-0d6b-43c8-883e-44462a514619,2019-07-12 17:00:15.865887+00,2019-07-12 17:00:15.865887+00
1157,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830,2019-07-12 17:00:15.874258+00,2019-07-12 17:00:15.874258+00
1157,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5,2019-07-12 17:00:15.882554+00,2019-07-12 17:00:15.882554+00
1157,attack-pattern--51dea151-0898-4a45-967c-3ebee0420484,2019-07-12 17:00:15.890908+00,2019-07-12 17:00:15.890908+00
1157,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,2019-07-12 17:00:15.899213+00,2019-07-12 17:00:15.899213+00
1157,attack-pattern--1608f3e1-598a-42f4-a01a-2e252e81728f,2019-07-12 17:00:15.907622+00,2019-07-12 17:00:15.907622+00
1157,attack-pattern--0a3ead4e-6d47-4ccb-854c-a6a4f9d96b22,2019-07-12 17:00:15.915873+00,2019-07-12 17:00:15.915873+00
1157,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,2019-07-12 17:00:15.924221+00,2019-07-12 17:00:15.924221+00
1157,attack-pattern--7e150503-88e7-4861-866b-ff1ac82c4475,2019-07-12 17:00:15.932594+00,2019-07-12 17:00:15.932594+00
1157,attack-pattern--322bad5a-1c49-4d23-ab79-76d641794afa,2019-07-12 17:00:15.94425+00,2019-07-12 17:00:15.94425+00
1157,attack-pattern--aadaee0d-794c-4642-8293-7ec22a99fb1a,2019-07-12 17:00:15.952599+00,2019-07-12 17:00:15.952599+00
1157,attack-pattern--e51398e6-53dc-4e9f-a323-e54683d8672b,2019-07-12 17:00:15.960889+00,2019-07-12 17:00:15.960889+00
1157,attack-pattern--488da8ed-2887-4ef6-a39a-5b69bc6682c6,2019-07-12 17:00:15.969237+00,2019-07-12 17:00:15.969237+00
1157,attack-pattern--54eb2bab-125f-4d1c-b999-0c692860bafe,2019-07-12 17:00:15.977539+00,2019-07-12 17:00:15.977539+00
1157,attack-pattern--27f3ddf8-1b77-4cc2-a4c0-e6da3d31a768,2019-07-12 17:00:15.985882+00,2019-07-12 17:00:15.985882+00
1162,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c,2019-07-12 17:01:01.128898+00,2019-07-12 17:01:01.128898+00
1162,attack-pattern--2e0dd10b-676d-4964-acd0-8a404c92b044,2019-07-12 17:01:01.148371+00,2019-07-12 17:01:01.148371+00
1162,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830,2019-07-12 17:01:01.164359+00,2019-07-12 17:01:01.164359+00
1162,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4,2019-07-12 17:01:01.189651+00,2019-07-12 17:01:01.189651+00
1162,attack-pattern--7fd87010-3a00-4da3-b905-410525e8ec44,2019-07-12 17:01:01.206048+00,2019-07-12 17:01:01.206048+00
1162,attack-pattern--391d824f-0ef1-47a0-b0ee-c59a75e27670,2019-07-12 17:01:01.231088+00,2019-07-12 17:01:01.231088+00
1162,attack-pattern--9422fc14-1c43-410d-ab0f-a709b76c72dc,2019-07-12 17:01:01.239786+00,2019-07-12 17:01:01.239786+00
1162,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,2019-07-12 17:01:01.24821+00,2019-07-12 17:01:01.24821+00
1162,attack-pattern--c848fcf7-6b62-4bde-8216-b6c157d48da0,2019-07-12 17:01:01.2566+00,2019-07-12 17:01:01.2566+00
1162,attack-pattern--1c338d0f-a65e-4073-a5c1-c06878849f21,2019-07-12 17:01:01.264765+00,2019-07-12 17:01:01.264765+00
1162,attack-pattern--970cdb5c-02fb-4c38-b17e-d6327cf3c810,2019-07-12 17:01:01.331956+00,2019-07-12 17:01:01.331956+00
1162,attack-pattern--43e7dc91-05b2-474c-b9ac-2ed4fe101f4d,2019-07-12 17:01:01.365056+00,2019-07-12 17:01:01.365056+00
1162,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5,2019-07-12 17:01:01.393198+00,2019-07-12 17:01:01.393198+00
1162,attack-pattern--f4882e23-8aa7-4b12-b28a-b349c12ee9e0,2019-07-12 17:01:01.414962+00,2019-07-12 17:01:01.414962+00
1162,attack-pattern--6aac77c4-eaf2-4366-8c13-ce50ab951f38,2019-07-12 17:01:01.448301+00,2019-07-12 17:01:01.448301+00
1164,attack-pattern--a257ed11-ff3b-4216-8c9d-3938ef57064c,2019-07-12 17:01:54.151106+00,2019-07-12 17:01:54.151106+00
1164,attack-pattern--9422fc14-1c43-410d-ab0f-a709b76c72dc,2019-07-12 17:01:54.170815+00,2019-07-12 17:01:54.170815+00
1164,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5,2019-07-12 17:01:54.179041+00,2019-07-12 17:01:54.179041+00
1164,attack-pattern--f4882e23-8aa7-4b12-b28a-b349c12ee9e0,2019-07-12 17:01:54.187386+00,2019-07-12 17:01:54.187386+00
1164,attack-pattern--6aac77c4-eaf2-4366-8c13-ce50ab951f38,2019-07-12 17:01:54.195742+00,2019-07-12 17:01:54.195742+00
1164,attack-pattern--7fd87010-3a00-4da3-b905-410525e8ec44,2019-07-12 17:01:54.20405+00,2019-07-12 17:01:54.20405+00
1164,attack-pattern--6ff403bc-93e3-48be-8687-e102fdba8c88,2019-07-12 17:01:54.212352+00,2019-07-12 17:01:54.212352+00
1164,attack-pattern--9b99b83a-1aac-4e29-b975-b374950551a3,2019-07-12 17:01:54.220678+00,2019-07-12 17:01:54.220678+00
1164,attack-pattern--be2dcee9-a7a7-4e38-afd6-21b31ecc3d63,2019-07-12 17:01:54.229014+00,2019-07-12 17:01:54.229014+00
1164,attack-pattern--20138b9d-1aac-4a26-8654-a36b6bbf2bba,2019-07-12 17:01:54.237333+00,2019-07-12 17:01:54.237333+00
1164,attack-pattern--1ce03c65-5946-4ac9-9d4d-66db87e024bd,2019-07-12 17:01:54.245695+00,2019-07-12 17:01:54.245695+00
1164,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a,2019-07-12 17:01:54.25403+00,2019-07-12 17:01:54.25403+00
1164,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69,2019-07-12 17:01:54.265691+00,2019-07-12 17:01:54.265691+00
1164,attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055,2019-07-12 17:01:54.275968+00,2019-07-12 17:01:54.275968+00
1164,attack-pattern--c21d5a77-d422-4a69-acd7-2c53c1faa34b,2019-07-12 17:01:54.284305+00,2019-07-12 17:01:54.284305+00
1164,attack-pattern--35dd844a-b219-4e2b-a6bb-efa9a75995a9,2019-07-12 17:01:54.292484+00,2019-07-12 17:01:54.292484+00
1164,attack-pattern--62b8c999-dcc0-4755-bd69-09442d9359f5,2019-07-12 17:01:54.324048+00,2019-07-12 17:01:54.324048+00
1164,attack-pattern--f879d51c-5476-431c-aedf-f14d207e4d1e,2019-07-12 17:01:54.334281+00,2019-07-12 17:01:54.334281+00
1164,attack-pattern--7d751199-05fa-4a72-920f-85df4506c76c,2019-07-12 17:01:54.342613+00,2019-07-12 17:01:54.342613+00
1164,attack-pattern--970cdb5c-02fb-4c38-b17e-d6327cf3c810,2019-07-12 17:01:54.350937+00,2019-07-12 17:01:54.350937+00
1164,attack-pattern--ca1a3f50-5ebd-41f8-8320-2c7d6a6e88be,2019-07-12 17:01:54.362423+00,2019-07-12 17:01:54.362423+00
1164,attack-pattern--e906ae4d-1d3a-4675-be23-22f7311c0da4,2019-07-12 17:01:54.370746+00,2019-07-12 17:01:54.370746+00
1168,attack-pattern--f24faf46-3b26-4dbb-98f2-63460498e433,2019-07-12 17:02:41.856894+00,2019-07-12 17:02:41.856894+00
1168,attack-pattern--20fb2507-d71c-455d-9b6d-6104461cf26b,2019-07-12 17:02:41.871654+00,2019-07-12 17:02:41.871654+00
1168,attack-pattern--9422fc14-1c43-410d-ab0f-a709b76c72dc,2019-07-12 17:02:41.881929+00,2019-07-12 17:02:41.881929+00
1168,attack-pattern--731f4f55-b6d0-41d1-a7a9-072a66389aea,2019-07-12 17:02:41.896672+00,2019-07-12 17:02:41.896672+00
1168,attack-pattern--d21a2069-23d5-4043-ad6d-64f6b644cb1a,2019-07-12 17:02:41.913416+00,2019-07-12 17:02:41.913416+00
1168,attack-pattern--4ae4f953-fe58-4cc8-a327-33257e30a830,2019-07-12 17:02:41.924016+00,2019-07-12 17:02:41.924016+00
1168,attack-pattern--43e7dc91-05b2-474c-b9ac-2ed4fe101f4d,2019-07-12 17:02:41.93519+00,2019-07-12 17:02:41.93519+00
1168,attack-pattern--c848fcf7-6b62-4bde-8216-b6c157d48da0,2019-07-12 17:02:41.943531+00,2019-07-12 17:02:41.943531+00
1168,attack-pattern--f3c544dc-673c-4ef3-accb-53229f1ae077,2019-07-12 17:02:41.951849+00,2019-07-12 17:02:41.951849+00
1168,attack-pattern--d742a578-d70e-4d0e-96a6-02a9c30204e6,2019-07-12 17:02:41.960148+00,2019-07-12 17:02:41.960148+00
1168,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,2019-07-12 17:02:41.968545+00,2019-07-12 17:02:41.968545+00
1168,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5,2019-07-12 17:02:41.976818+00,2019-07-12 17:02:41.976818+00
1168,attack-pattern--6aac77c4-eaf2-4366-8c13-ce50ab951f38,2019-07-12 17:02:41.98518+00,2019-07-12 17:02:41.98518+00
1168,attack-pattern--d54416bd-0803-41ca-870a-ce1af7c05638,2019-07-12 17:02:41.993459+00,2019-07-12 17:02:41.993459+00
1168,attack-pattern--02fefddc-fb1b-423f-a76b-7552dd211d4d,2019-07-12 17:02:42.005102+00,2019-07-12 17:02:42.005102+00
1168,attack-pattern--3b3cbbe0-6ed3-4334-b543-3ddfd8c5642d,2019-07-12 17:02:42.015757+00,2019-07-12 17:02:42.015757+00
1168,attack-pattern--99709758-2b96-48f2-a68a-ad7fbd828091,2019-07-12 17:02:42.026922+00,2019-07-12 17:02:42.026922+00
1168,attack-pattern--b9f5dbe2-4c55-4fc5-af2e-d42c1d182ec4,2019-07-12 17:02:42.03523+00,2019-07-12 17:02:42.03523+00
1168,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,2019-07-12 17:02:42.043629+00,2019-07-12 17:02:42.043629+00
1168,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104,2019-07-12 17:02:42.051889+00,2019-07-12 17:02:42.051889+00
1168,attack-pattern--7fd87010-3a00-4da3-b905-410525e8ec44,2019-07-12 17:02:42.060232+00,2019-07-12 17:02:42.060232+00
1168,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,2019-07-12 17:02:42.068538+00,2019-07-12 17:02:42.068538+00
1168,attack-pattern--bb5a00de-e086-4859-a231-fa793f6797e2,2019-07-12 17:02:42.076902+00,2019-07-12 17:02:42.076902+00
1168,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830,2019-07-12 17:02:42.085232+00,2019-07-12 17:02:42.085232+00
1168,attack-pattern--be2dcee9-a7a7-4e38-afd6-21b31ecc3d63,2019-07-12 17:02:42.093557+00,2019-07-12 17:02:42.093557+00
1168,attack-pattern--ffe742ed-9100-4686-9e00-c331da544787,2019-07-12 17:02:42.101872+00,2019-07-12 17:02:42.101872+00
1168,attack-pattern--d45a3d09-b3cf-48f4-9f0f-f521ee5cb05c,2019-07-12 17:02:42.110209+00,2019-07-12 17:02:42.110209+00
1168,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5,2019-07-12 17:02:42.118519+00,2019-07-12 17:02:42.118519+00
1168,attack-pattern--dc27c2ec-c5f9-4228-ba57-d67b590bda93,2019-07-12 17:02:42.151584+00,2019-07-12 17:02:42.151584+00
1168,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a,2019-07-12 17:02:42.159818+00,2019-07-12 17:02:42.159818+00
1168,attack-pattern--4b74a1d4-b0e9-4ef1-93f1-14ecc6e2f5b5,2019-07-12 17:02:42.168165+00,2019-07-12 17:02:42.168165+00
1168,attack-pattern--92d7da27-2d91-488e-a00c-059dc162766d,2019-07-12 17:02:42.176456+00,2019-07-12 17:02:42.176456+00
1168,attack-pattern--7dd95ff6-712e-4056-9626-312ea4ab4c5e,2019-07-12 17:02:42.184816+00,2019-07-12 17:02:42.184816+00
1168,attack-pattern--51dea151-0898-4a45-967c-3ebee0420484,2019-07-12 17:02:42.193121+00,2019-07-12 17:02:42.193121+00
1168,attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055,2019-07-12 17:02:42.201476+00,2019-07-12 17:02:42.201476+00
1168,attack-pattern--a19e86f8-1c0a-4fea-8407-23b73d615776,2019-07-12 17:02:42.209776+00,2019-07-12 17:02:42.209776+00
1168,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,2019-07-12 17:02:42.218135+00,2019-07-12 17:02:42.218135+00
1168,attack-pattern--a10641f4-87b4-45a3-a906-92a149cb2c27,2019-07-12 17:02:42.226432+00,2019-07-12 17:02:42.226432+00
1168,attack-pattern--56fca983-1cf1-4fd1-bda0-5e170a37ab59,2019-07-12 17:02:42.234794+00,2019-07-12 17:02:42.234794+00
1168,attack-pattern--2e0dd10b-676d-4964-acd0-8a404c92b044,2019-07-12 17:02:42.243101+00,2019-07-12 17:02:42.243101+00
1168,attack-pattern--b82f7d37-b826-4ec9-9391-8e121c78aed7,2019-07-12 17:02:42.251414+00,2019-07-12 17:02:42.251414+00
1168,attack-pattern--0a3ead4e-6d47-4ccb-854c-a6a4f9d96b22,2019-07-12 17:02:42.25981+00,2019-07-12 17:02:42.25981+00
1168,attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896,2019-07-12 17:02:42.268089+00,2019-07-12 17:02:42.268089+00
1168,attack-pattern--2e114e45-2c50-404c-804a-3af9564d240e,2019-07-12 17:02:42.289256+00,2019-07-12 17:02:42.289256+00
1168,attack-pattern--a93494bb-4b80-4ea1-8695-3236a49916fd,2019-07-12 17:02:42.300515+00,2019-07-12 17:02:42.300515+00
1168,attack-pattern--478aa214-2ca7-4ec0-9978-18798e514790,2019-07-12 17:02:42.309844+00,2019-07-12 17:02:42.309844+00
1168,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,2019-07-12 17:02:42.318161+00,2019-07-12 17:02:42.318161+00
1168,attack-pattern--128c55d3-aeba-469f-bd3e-c8996ab4112a,2019-07-12 17:02:42.326504+00,2019-07-12 17:02:42.326504+00
1168,attack-pattern--cd25c1b4-935c-4f0e-ba8d-552f28bc4783,2019-07-12 17:02:42.334893+00,2019-07-12 17:02:42.334893+00
1168,attack-pattern--f879d51c-5476-431c-aedf-f14d207e4d1e,2019-07-12 17:02:42.343163+00,2019-07-12 17:02:42.343163+00
1168,attack-pattern--dcaa092b-7de9-4a21-977f-7fcb77e89c48,2019-07-12 17:02:42.351478+00,2019-07-12 17:02:42.351478+00
1168,attack-pattern--970cdb5c-02fb-4c38-b17e-d6327cf3c810,2019-07-12 17:02:42.359828+00,2019-07-12 17:02:42.359828+00
1168,attack-pattern--cc7b8c4e-9be0-47ca-b0bb-83915ec3ee2f,2019-07-12 17:02:42.368124+00,2019-07-12 17:02:42.368124+00
1168,attack-pattern--355be19c-ffc9-46d5-8d50-d6a036c675b6,2019-07-12 17:02:42.376459+00,2019-07-12 17:02:42.376459+00
1169,attack-pattern--731f4f55-b6d0-41d1-a7a9-072a66389aea,2019-07-12 17:03:05.638362+00,2019-07-12 17:03:05.638362+00
1169,attack-pattern--0a3ead4e-6d47-4ccb-854c-a6a4f9d96b22,2019-07-12 17:03:05.655874+00,2019-07-12 17:03:05.655874+00
1171,attack-pattern--9108e212-1c94-4f8d-be76-1aad9b4c86a4,2019-07-12 17:03:36.700016+00,2019-07-12 17:03:36.700016+00
1171,attack-pattern--271e6d40-e191-421a-8f87-a8102452c201,2019-07-12 17:03:36.711004+00,2019-07-12 17:03:36.711004+00
1171,attack-pattern--72c8d526-1247-42d4-919c-6d7a31ca8f39,2019-07-12 17:03:36.719356+00,2019-07-12 17:03:36.719356+00
1173,attack-pattern--56fca983-1cf1-4fd1-bda0-5e170a37ab59,2019-07-12 17:04:00.686901+00,2019-07-12 17:04:00.686901+00
1173,attack-pattern--6aabc5ec-eae6-422c-8311-38d45ee9838a,2019-07-12 17:04:00.706603+00,2019-07-12 17:04:00.706603+00
1173,attack-pattern--0a3ead4e-6d47-4ccb-854c-a6a4f9d96b22,2019-07-12 17:04:00.734438+00,2019-07-12 17:04:00.734438+00
1173,attack-pattern--7dd95ff6-712e-4056-9626-312ea4ab4c5e,2019-07-12 17:04:00.742668+00,2019-07-12 17:04:00.742668+00
1173,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69,2019-07-12 17:04:00.751007+00,2019-07-12 17:04:00.751007+00
1173,attack-pattern--10d51417-ee35-4589-b1ff-b6df1c334e8d,2019-07-12 17:04:00.759172+00,2019-07-12 17:04:00.759172+00
1173,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735,2019-07-12 17:04:00.767521+00,2019-07-12 17:04:00.767521+00
1173,attack-pattern--7fd87010-3a00-4da3-b905-410525e8ec44,2019-07-12 17:04:00.776003+00,2019-07-12 17:04:00.776003+00
1173,attack-pattern--30208d3e-0d6b-43c8-883e-44462a514619,2019-07-12 17:04:00.801028+00,2019-07-12 17:04:00.801028+00
1173,attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81,2019-07-12 17:04:00.80932+00,2019-07-12 17:04:00.80932+00
1174,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830,2019-07-12 17:04:20.721176+00,2019-07-12 17:04:20.721176+00
1174,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,2019-07-12 17:04:20.748416+00,2019-07-12 17:04:20.748416+00
1174,attack-pattern--7e150503-88e7-4861-866b-ff1ac82c4475,2019-07-12 17:04:20.78442+00,2019-07-12 17:04:20.78442+00
1174,attack-pattern--322bad5a-1c49-4d23-ab79-76d641794afa,2019-07-12 17:04:20.806615+00,2019-07-12 17:04:20.806615+00
1174,attack-pattern--72b74d71-8169-42aa-92e0-e7b04b9f5a08,2019-07-12 17:04:20.831642+00,2019-07-12 17:04:20.831642+00
1174,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0,2019-07-12 17:04:20.867746+00,2019-07-12 17:04:20.867746+00
1174,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,2019-07-12 17:04:20.901017+00,2019-07-12 17:04:20.901017+00
1174,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,2019-07-12 17:04:20.931683+00,2019-07-12 17:04:20.931683+00
1174,attack-pattern--15dbf668-795c-41e6-8219-f0447c0e64ce,2019-07-12 17:04:20.942597+00,2019-07-12 17:04:20.942597+00
1175,attack-pattern--0a3ead4e-6d47-4ccb-854c-a6a4f9d96b22,2019-07-12 17:04:40.649489+00,2019-07-12 17:04:40.649489+00
1175,attack-pattern--b9f5dbe2-4c55-4fc5-af2e-d42c1d182ec4,2019-07-12 17:04:40.67334+00,2019-07-12 17:04:40.67334+00
1175,attack-pattern--ae676644-d2d2-41b7-af7e-9bed1b55898c,2019-07-12 17:04:40.684295+00,2019-07-12 17:04:40.684295+00
1175,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,2019-07-12 17:04:40.698463+00,2019-07-12 17:04:40.698463+00
1175,attack-pattern--bb5a00de-e086-4859-a231-fa793f6797e2,2019-07-12 17:04:40.709381+00,2019-07-12 17:04:40.709381+00
1175,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0,2019-07-12 17:04:40.717743+00,2019-07-12 17:04:40.717743+00
