report_id,technique_id,created,last_update
1175,attack-pattern--3489cfc5-640f-4bb3-a103-9137b97de79f,2019-07-12 17:04:40.726024+00,2019-07-12 17:04:40.726024+00
1175,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830,2019-07-12 17:04:40.734384+00,2019-07-12 17:04:40.734384+00
1175,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,2019-07-12 17:04:40.74267+00,2019-07-12 17:04:40.74267+00
1176,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5,2019-07-12 17:06:08.117613+00,2019-07-12 17:06:08.117613+00
1176,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a,2019-07-12 17:06:08.161821+00,2019-07-12 17:06:08.161821+00
1176,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,2019-07-12 17:06:08.170301+00,2019-07-12 17:06:08.170301+00
1176,attack-pattern--7fd87010-3a00-4da3-b905-410525e8ec44,2019-07-12 17:06:08.181149+00,2019-07-12 17:06:08.181149+00
1176,attack-pattern--6ff403bc-93e3-48be-8687-e102fdba8c88,2019-07-12 17:06:08.189469+00,2019-07-12 17:06:08.189469+00
1176,attack-pattern--9422fc14-1c43-410d-ab0f-a709b76c72dc,2019-07-12 17:06:08.197796+00,2019-07-12 17:06:08.197796+00
1176,attack-pattern--d21a2069-23d5-4043-ad6d-64f6b644cb1a,2019-07-12 17:06:08.206114+00,2019-07-12 17:06:08.206114+00
1176,attack-pattern--d3df754e-997b-4cf9-97d4-70feb3120847,2019-07-12 17:06:08.21858+00,2019-07-12 17:06:08.21858+00
1176,attack-pattern--0259baeb-9f63-4c69-bf10-eb038c390688,2019-07-12 17:06:08.228705+00,2019-07-12 17:06:08.228705+00
1176,attack-pattern--d742a578-d70e-4d0e-96a6-02a9c30204e6,2019-07-12 17:06:08.239558+00,2019-07-12 17:06:08.239558+00
1176,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5,2019-07-12 17:06:08.247855+00,2019-07-12 17:06:08.247855+00
1176,attack-pattern--355be19c-ffc9-46d5-8d50-d6a036c675b6,2019-07-12 17:06:08.256045+00,2019-07-12 17:06:08.256045+00
1179,attack-pattern--830c9528-df21-472c-8c14-a036bf17d665,2019-07-12 17:09:21.347467+00,2019-07-12 17:09:21.347467+00
1181,attack-pattern--6ff403bc-93e3-48be-8687-e102fdba8c88,2019-07-12 17:09:48.45478+00,2019-07-12 17:09:48.45478+00
1181,attack-pattern--f879d51c-5476-431c-aedf-f14d207e4d1e,2019-07-12 17:09:48.47227+00,2019-07-12 17:09:48.47227+00
1181,attack-pattern--3f886f2a-874f-4333-b794-aa6075009b1c,2019-07-12 17:09:48.485622+00,2019-07-12 17:09:48.485622+00
1181,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5,2019-07-12 17:09:48.502349+00,2019-07-12 17:09:48.502349+00
1181,attack-pattern--355be19c-ffc9-46d5-8d50-d6a036c675b6,2019-07-12 17:09:48.514171+00,2019-07-12 17:09:48.514171+00
1181,attack-pattern--c23b740b-a42b-47a1-aec2-9d48ddd547ff,2019-07-12 17:09:48.522454+00,2019-07-12 17:09:48.522454+00
1181,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a,2019-07-12 17:09:48.530781+00,2019-07-12 17:09:48.530781+00
1181,attack-pattern--4061e78c-1284-44b4-9116-73e4ac3912f7,2019-07-12 17:09:48.539108+00,2019-07-12 17:09:48.539108+00
1181,attack-pattern--2e0dd10b-676d-4964-acd0-8a404c92b044,2019-07-12 17:09:48.547479+00,2019-07-12 17:09:48.547479+00
1181,attack-pattern--7dd95ff6-712e-4056-9626-312ea4ab4c5e,2019-07-12 17:09:48.555773+00,2019-07-12 17:09:48.555773+00
1181,attack-pattern--0a3ead4e-6d47-4ccb-854c-a6a4f9d96b22,2019-07-12 17:09:48.564106+00,2019-07-12 17:09:48.564106+00
1181,attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81,2019-07-12 17:09:48.572443+00,2019-07-12 17:09:48.572443+00
1181,attack-pattern--20138b9d-1aac-4a26-8654-a36b6bbf2bba,2019-07-12 17:09:48.580754+00,2019-07-12 17:09:48.580754+00
1181,attack-pattern--10d51417-ee35-4589-b1ff-b6df1c334e8d,2019-07-12 17:09:48.589088+00,2019-07-12 17:09:48.589088+00
1181,attack-pattern--9755ecdc-deb0-40e6-af49-713cb0f8ed92,2019-07-12 17:09:48.602398+00,2019-07-12 17:09:48.602398+00
1181,attack-pattern--286cc500-4291-45c2-99a1-e760db176402,2019-07-12 17:09:48.612442+00,2019-07-12 17:09:48.612442+00
1181,attack-pattern--488da8ed-2887-4ef6-a39a-5b69bc6682c6,2019-07-12 17:09:48.622495+00,2019-07-12 17:09:48.622495+00
1183,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5,2019-07-12 17:10:11.143822+00,2019-07-12 17:10:11.143822+00
1183,attack-pattern--f4882e23-8aa7-4b12-b28a-b349c12ee9e0,2019-07-12 17:10:11.159697+00,2019-07-12 17:10:11.159697+00
1183,attack-pattern--6aac77c4-eaf2-4366-8c13-ce50ab951f38,2019-07-12 17:10:11.167901+00,2019-07-12 17:10:11.167901+00
1183,attack-pattern--b77cf5f3-6060-475d-bd60-40ccbf28fdc2,2019-07-12 17:10:11.176221+00,2019-07-12 17:10:11.176221+00
1183,attack-pattern--dc31fe1e-d722-49da-8f5f-92c7b5aff534,2019-07-12 17:10:11.184711+00,2019-07-12 17:10:11.184711+00
1187,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,2019-07-12 17:11:16.387964+00,2019-07-12 17:11:16.387964+00
1187,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830,2019-07-12 17:11:16.407784+00,2019-07-12 17:11:16.407784+00
1187,attack-pattern--d54416bd-0803-41ca-870a-ce1af7c05638,2019-07-12 17:11:16.416067+00,2019-07-12 17:11:16.416067+00
1187,attack-pattern--7dd95ff6-712e-4056-9626-312ea4ab4c5e,2019-07-12 17:11:16.424438+00,2019-07-12 17:11:16.424438+00
1187,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,2019-07-12 17:11:16.432853+00,2019-07-12 17:11:16.432853+00
1187,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,2019-07-12 17:11:16.466167+00,2019-07-12 17:11:16.466167+00
1187,attack-pattern--43e7dc91-05b2-474c-b9ac-2ed4fe101f4d,2019-07-12 17:11:16.499492+00,2019-07-12 17:11:16.499492+00
1187,attack-pattern--774a3188-6ba9-4dc4-879d-d54ee48a5ce9,2019-07-12 17:11:16.557758+00,2019-07-12 17:11:16.557758+00
1187,attack-pattern--62dfd1ca-52d5-483c-a84b-d6e80bf94b7b,2019-07-12 17:11:16.566024+00,2019-07-12 17:11:16.566024+00
1187,attack-pattern--7fd87010-3a00-4da3-b905-410525e8ec44,2019-07-12 17:11:16.574368+00,2019-07-12 17:11:16.574368+00
1187,attack-pattern--355be19c-ffc9-46d5-8d50-d6a036c675b6,2019-07-12 17:11:16.582682+00,2019-07-12 17:11:16.582682+00
1187,attack-pattern--f44731de-ea9f-406d-9b83-30ecbb9b4392,2019-07-12 17:11:16.590903+00,2019-07-12 17:11:16.590903+00
1187,attack-pattern--1b84d551-6de8-4b96-9930-d177677c3b1d,2019-07-12 17:11:16.59936+00,2019-07-12 17:11:16.59936+00
1187,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a,2019-07-12 17:11:16.607731+00,2019-07-12 17:11:16.607731+00
1187,attack-pattern--56fca983-1cf1-4fd1-bda0-5e170a37ab59,2019-07-12 17:11:16.616007+00,2019-07-12 17:11:16.616007+00
1187,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5,2019-07-12 17:11:16.624345+00,2019-07-12 17:11:16.624345+00
1187,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c,2019-07-12 17:11:16.632791+00,2019-07-12 17:11:16.632791+00
1187,attack-pattern--9422fc14-1c43-410d-ab0f-a709b76c72dc,2019-07-12 17:11:16.641097+00,2019-07-12 17:11:16.641097+00
1187,attack-pattern--4bf5845d-a814-4490-bc5c-ccdee6043025,2019-07-12 17:11:16.649402+00,2019-07-12 17:11:16.649402+00
1187,attack-pattern--b9f5dbe2-4c55-4fc5-af2e-d42c1d182ec4,2019-07-12 17:11:16.657676+00,2019-07-12 17:11:16.657676+00
1187,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4,2019-07-12 17:11:16.666007+00,2019-07-12 17:11:16.666007+00
1187,attack-pattern--ca1a3f50-5ebd-41f8-8320-2c7d6a6e88be,2019-07-12 17:11:16.674405+00,2019-07-12 17:11:16.674405+00
1188,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,2019-07-12 17:11:49.599452+00,2019-07-12 17:11:49.599452+00
1188,attack-pattern--d742a578-d70e-4d0e-96a6-02a9c30204e6,2019-07-12 17:11:49.619072+00,2019-07-12 17:11:49.619072+00
1188,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,2019-07-12 17:11:49.627325+00,2019-07-12 17:11:49.627325+00
1188,attack-pattern--f879d51c-5476-431c-aedf-f14d207e4d1e,2019-07-12 17:11:49.635669+00,2019-07-12 17:11:49.635669+00
1188,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5,2019-07-12 17:11:49.643972+00,2019-07-12 17:11:49.643972+00
1188,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c,2019-07-12 17:11:49.65233+00,2019-07-12 17:11:49.65233+00
1188,attack-pattern--b2001907-166b-4d71-bb3c-9d26c871de09,2019-07-12 17:11:49.707175+00,2019-07-12 17:11:49.707175+00
1188,attack-pattern--f4882e23-8aa7-4b12-b28a-b349c12ee9e0,2019-07-12 17:11:49.719093+00,2019-07-12 17:11:49.719093+00
1188,attack-pattern--9422fc14-1c43-410d-ab0f-a709b76c72dc,2019-07-12 17:11:49.727369+00,2019-07-12 17:11:49.727369+00
1188,attack-pattern--62dfd1ca-52d5-483c-a84b-d6e80bf94b7b,2019-07-12 17:11:49.735733+00,2019-07-12 17:11:49.735733+00
1188,attack-pattern--6aac77c4-eaf2-4366-8c13-ce50ab951f38,2019-07-12 17:11:49.744048+00,2019-07-12 17:11:49.744048+00
1188,attack-pattern--62b8c999-dcc0-4755-bd69-09442d9359f5,2019-07-12 17:11:49.752356+00,2019-07-12 17:11:49.752356+00
1188,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a,2019-07-12 17:11:49.760704+00,2019-07-12 17:11:49.760704+00
1188,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104,2019-07-12 17:11:49.769004+00,2019-07-12 17:11:49.769004+00
1188,attack-pattern--68f7e3a1-f09f-4164-9a62-16b648a0dd5a,2019-07-12 17:11:49.777347+00,2019-07-12 17:11:49.777347+00
1188,attack-pattern--7fd87010-3a00-4da3-b905-410525e8ec44,2019-07-12 17:11:49.785689+00,2019-07-12 17:11:49.785689+00
1188,attack-pattern--355be19c-ffc9-46d5-8d50-d6a036c675b6,2019-07-12 17:11:49.793973+00,2019-07-12 17:11:49.793973+00
1188,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4,2019-07-12 17:11:49.802303+00,2019-07-12 17:11:49.802303+00
1188,attack-pattern--cc7b8c4e-9be0-47ca-b0bb-83915ec3ee2f,2019-07-12 17:11:49.810683+00,2019-07-12 17:11:49.810683+00
1190,attack-pattern--f4882e23-8aa7-4b12-b28a-b349c12ee9e0,2019-07-12 17:12:09.456615+00,2019-07-12 17:12:09.456615+00
1190,attack-pattern--a19e86f8-1c0a-4fea-8407-23b73d615776,2019-07-12 17:12:09.469391+00,2019-07-12 17:12:09.469391+00
1190,attack-pattern--4061e78c-1284-44b4-9116-73e4ac3912f7,2019-07-12 17:12:09.477676+00,2019-07-12 17:12:09.477676+00
1191,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,2019-07-12 17:12:45.682465+00,2019-07-12 17:12:45.682465+00
1191,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5,2019-07-12 17:12:45.712697+00,2019-07-12 17:12:45.712697+00
1191,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,2019-07-12 17:12:45.727627+00,2019-07-12 17:12:45.727627+00
1191,attack-pattern--ffe742ed-9100-4686-9e00-c331da544787,2019-07-12 17:12:45.737692+00,2019-07-12 17:12:45.737692+00
1191,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,2019-07-12 17:12:45.746039+00,2019-07-12 17:12:45.746039+00
1191,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,2019-07-12 17:12:45.75435+00,2019-07-12 17:12:45.75435+00
1191,attack-pattern--00d0b012-8a03-410e-95de-5826bf542de6,2019-07-12 17:12:45.762703+00,2019-07-12 17:12:45.762703+00
1191,attack-pattern--43e7dc91-05b2-474c-b9ac-2ed4fe101f4d,2019-07-12 17:12:45.770978+00,2019-07-12 17:12:45.770978+00
1191,attack-pattern--514ede4c-78b3-4d78-a38b-daddf6217a79,2019-07-12 17:12:45.786619+00,2019-07-12 17:12:45.786619+00
1191,attack-pattern--6aac77c4-eaf2-4366-8c13-ce50ab951f38,2019-07-12 17:12:45.83401+00,2019-07-12 17:12:45.83401+00
1191,attack-pattern--355be19c-ffc9-46d5-8d50-d6a036c675b6,2019-07-12 17:12:45.844169+00,2019-07-12 17:12:45.844169+00
1191,attack-pattern--a93494bb-4b80-4ea1-8695-3236a49916fd,2019-07-12 17:12:45.854316+00,2019-07-12 17:12:45.854316+00
1191,attack-pattern--f3c544dc-673c-4ef3-accb-53229f1ae077,2019-07-12 17:12:45.862632+00,2019-07-12 17:12:45.862632+00
1191,attack-pattern--322bad5a-1c49-4d23-ab79-76d641794afa,2019-07-12 17:12:45.877593+00,2019-07-12 17:12:45.877593+00
1191,attack-pattern--f4882e23-8aa7-4b12-b28a-b349c12ee9e0,2019-07-12 17:12:45.887746+00,2019-07-12 17:12:45.887746+00
1191,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735,2019-07-12 17:12:45.896013+00,2019-07-12 17:12:45.896013+00
1191,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,2019-07-12 17:12:45.904366+00,2019-07-12 17:12:45.904366+00
1191,attack-pattern--20138b9d-1aac-4a26-8654-a36b6bbf2bba,2019-07-12 17:12:45.912682+00,2019-07-12 17:12:45.912682+00
1191,attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896,2019-07-12 17:12:45.921019+00,2019-07-12 17:12:45.921019+00
1191,attack-pattern--9422fc14-1c43-410d-ab0f-a709b76c72dc,2019-07-12 17:12:45.929408+00,2019-07-12 17:12:45.929408+00
1191,attack-pattern--830c9528-df21-472c-8c14-a036bf17d665,2019-07-12 17:12:45.954504+00,2019-07-12 17:12:45.954504+00
1191,attack-pattern--7e150503-88e7-4861-866b-ff1ac82c4475,2019-07-12 17:12:45.964775+00,2019-07-12 17:12:45.964775+00
1196,attack-pattern--0259baeb-9f63-4c69-bf10-eb038c390688,2019-07-12 17:13:29.211219+00,2019-07-12 17:13:29.211219+00
1196,attack-pattern--15dbf668-795c-41e6-8219-f0447c0e64ce,2019-07-12 17:13:29.227815+00,2019-07-12 17:13:29.227815+00
1196,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5,2019-07-12 17:13:29.236113+00,2019-07-12 17:13:29.236113+00
1196,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830,2019-07-12 17:13:29.244443+00,2019-07-12 17:13:29.244443+00
1196,attack-pattern--7dd95ff6-712e-4056-9626-312ea4ab4c5e,2019-07-12 17:13:29.252747+00,2019-07-12 17:13:29.252747+00
1196,attack-pattern--0a3ead4e-6d47-4ccb-854c-a6a4f9d96b22,2019-07-12 17:13:29.261107+00,2019-07-12 17:13:29.261107+00
1196,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,2019-07-12 17:13:29.269409+00,2019-07-12 17:13:29.269409+00
1196,attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81,2019-07-12 17:13:29.277754+00,2019-07-12 17:13:29.277754+00
1196,attack-pattern--970cdb5c-02fb-4c38-b17e-d6327cf3c810,2019-07-12 17:13:29.286082+00,2019-07-12 17:13:29.286082+00
1196,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,2019-07-12 17:13:29.302848+00,2019-07-12 17:13:29.302848+00
1196,attack-pattern--d742a578-d70e-4d0e-96a6-02a9c30204e6,2019-07-12 17:13:29.311153+00,2019-07-12 17:13:29.311153+00
1196,attack-pattern--3489cfc5-640f-4bb3-a103-9137b97de79f,2019-07-12 17:13:29.319522+00,2019-07-12 17:13:29.319522+00
1196,attack-pattern--a10641f4-87b4-45a3-a906-92a149cb2c27,2019-07-12 17:13:29.327808+00,2019-07-12 17:13:29.327808+00
1196,attack-pattern--6aac77c4-eaf2-4366-8c13-ce50ab951f38,2019-07-12 17:13:29.348128+00,2019-07-12 17:13:29.348128+00
1196,attack-pattern--2e0dd10b-676d-4964-acd0-8a404c92b044,2019-07-12 17:13:29.361149+00,2019-07-12 17:13:29.361149+00
1196,attack-pattern--1608f3e1-598a-42f4-a01a-2e252e81728f,2019-07-12 17:13:29.386185+00,2019-07-12 17:13:29.386185+00
1196,attack-pattern--355be19c-ffc9-46d5-8d50-d6a036c675b6,2019-07-12 17:13:29.419555+00,2019-07-12 17:13:29.419555+00
1196,attack-pattern--7fd87010-3a00-4da3-b905-410525e8ec44,2019-07-12 17:13:29.427775+00,2019-07-12 17:13:29.427775+00
1196,attack-pattern--dc31fe1e-d722-49da-8f5f-92c7b5aff534,2019-07-12 17:13:29.44352+00,2019-07-12 17:13:29.44352+00
1196,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69,2019-07-12 17:13:29.452763+00,2019-07-12 17:13:29.452763+00
1196,attack-pattern--a93494bb-4b80-4ea1-8695-3236a49916fd,2019-07-12 17:13:29.46111+00,2019-07-12 17:13:29.46111+00
1196,attack-pattern--f4882e23-8aa7-4b12-b28a-b349c12ee9e0,2019-07-12 17:13:29.469409+00,2019-07-12 17:13:29.469409+00
1196,attack-pattern--e01be9c5-e763-4caf-aeb7-000b416aef67,2019-07-12 17:13:29.477773+00,2019-07-12 17:13:29.477773+00
1196,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735,2019-07-12 17:13:29.486071+00,2019-07-12 17:13:29.486071+00
1196,attack-pattern--51dea151-0898-4a45-967c-3ebee0420484,2019-07-12 17:13:29.502834+00,2019-07-12 17:13:29.502834+00
1196,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0,2019-07-12 17:13:29.511188+00,2019-07-12 17:13:29.511188+00
1196,attack-pattern--35dd844a-b219-4e2b-a6bb-efa9a75995a9,2019-07-12 17:13:29.519335+00,2019-07-12 17:13:29.519335+00
1196,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,2019-07-12 17:13:29.527836+00,2019-07-12 17:13:29.527836+00
1196,attack-pattern--20138b9d-1aac-4a26-8654-a36b6bbf2bba,2019-07-12 17:13:29.536121+00,2019-07-12 17:13:29.536121+00
1196,attack-pattern--56fca983-1cf1-4fd1-bda0-5e170a37ab59,2019-07-12 17:13:29.544485+00,2019-07-12 17:13:29.544485+00
1196,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5,2019-07-12 17:13:29.552786+00,2019-07-12 17:13:29.552786+00
1196,attack-pattern--72b74d71-8169-42aa-92e0-e7b04b9f5a08,2019-07-12 17:13:29.561136+00,2019-07-12 17:13:29.561136+00
1196,attack-pattern--f879d51c-5476-431c-aedf-f14d207e4d1e,2019-07-12 17:13:29.586203+00,2019-07-12 17:13:29.586203+00
1196,attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896,2019-07-12 17:13:29.610202+00,2019-07-12 17:13:29.610202+00
1196,attack-pattern--9422fc14-1c43-410d-ab0f-a709b76c72dc,2019-07-12 17:13:29.635234+00,2019-07-12 17:13:29.635234+00
1196,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104,2019-07-12 17:13:29.668529+00,2019-07-12 17:13:29.668529+00
1196,attack-pattern--b77cf5f3-6060-475d-bd60-40ccbf28fdc2,2019-07-12 17:13:29.693478+00,2019-07-12 17:13:29.693478+00
1196,attack-pattern--b9f5dbe2-4c55-4fc5-af2e-d42c1d182ec4,2019-07-12 17:13:29.711141+00,2019-07-12 17:13:29.711141+00
1196,attack-pattern--c16e5409-ee53-4d79-afdc-4099dc9292df,2019-07-12 17:13:29.736058+00,2019-07-12 17:13:29.736058+00
1196,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4,2019-07-12 17:13:29.760155+00,2019-07-12 17:13:29.760155+00
1196,attack-pattern--10d51417-ee35-4589-b1ff-b6df1c334e8d,2019-07-12 17:13:29.769372+00,2019-07-12 17:13:29.769372+00
1197,attack-pattern--1b84d551-6de8-4b96-9930-d177677c3b1d,2019-07-12 17:13:57.482444+00,2019-07-12 17:13:57.482444+00
1197,attack-pattern--0a3ead4e-6d47-4ccb-854c-a6a4f9d96b22,2019-07-12 17:13:57.495098+00,2019-07-12 17:13:57.495098+00
1197,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,2019-07-12 17:13:57.503554+00,2019-07-12 17:13:57.503554+00
1200,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,2019-07-12 17:14:29.203639+00,2019-07-12 17:14:29.203639+00
1200,attack-pattern--241814ae-de3f-4656-b49e-f9a80764d4b7,2019-07-12 17:14:29.22122+00,2019-07-12 17:14:29.22122+00
1203,attack-pattern--6aabc5ec-eae6-422c-8311-38d45ee9838a,2019-07-12 17:14:50.093141+00,2019-07-12 17:14:50.093141+00
1203,attack-pattern--ba8e391f-14b5-496f-81f2-2d5ecd646c1c,2019-07-12 17:14:50.136853+00,2019-07-12 17:14:50.136853+00
1203,attack-pattern--0a3ead4e-6d47-4ccb-854c-a6a4f9d96b22,2019-07-12 17:14:50.145901+00,2019-07-12 17:14:50.145901+00
1203,attack-pattern--20138b9d-1aac-4a26-8654-a36b6bbf2bba,2019-07-12 17:14:50.154164+00,2019-07-12 17:14:50.154164+00
1203,attack-pattern--51dea151-0898-4a45-967c-3ebee0420484,2019-07-12 17:14:50.162497+00,2019-07-12 17:14:50.162497+00
1203,attack-pattern--bb5a00de-e086-4859-a231-fa793f6797e2,2019-07-12 17:14:50.186631+00,2019-07-12 17:14:50.186631+00
1203,attack-pattern--389735f1-f21c-4208-b8f0-f8031e7169b8,2019-07-12 17:14:50.228472+00,2019-07-12 17:14:50.228472+00
1203,attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81,2019-07-12 17:14:50.254279+00,2019-07-12 17:14:50.254279+00
1203,attack-pattern--3257eb21-f9a7-4430-8de1-d8b6e288f529,2019-07-12 17:14:50.262559+00,2019-07-12 17:14:50.262559+00
1204,attack-pattern--ffe742ed-9100-4686-9e00-c331da544787,2019-07-12 17:15:11.086939+00,2019-07-12 17:15:11.086939+00
1204,attack-pattern--355be19c-ffc9-46d5-8d50-d6a036c675b6,2019-07-12 17:15:11.111138+00,2019-07-12 17:15:11.111138+00
1205,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5,2019-07-12 17:15:33.034499+00,2019-07-12 17:15:33.034499+00
1205,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a,2019-07-12 17:15:33.060607+00,2019-07-12 17:15:33.060607+00
1205,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,2019-07-12 17:15:33.070566+00,2019-07-12 17:15:33.070566+00
1209,attack-pattern--6ff403bc-93e3-48be-8687-e102fdba8c88,2019-07-12 17:16:17.913244+00,2019-07-12 17:16:17.913244+00
1209,attack-pattern--ca205a36-c1ad-488b-aa6c-ab34bdd3a36b,2019-07-12 17:16:17.941815+00,2019-07-12 17:16:17.941815+00
1209,attack-pattern--d742a578-d70e-4d0e-96a6-02a9c30204e6,2019-07-12 17:16:17.952491+00,2019-07-12 17:16:17.952491+00
1209,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4,2019-07-12 17:16:17.960802+00,2019-07-12 17:16:17.960802+00
1209,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830,2019-07-12 17:16:17.96912+00,2019-07-12 17:16:17.96912+00
1209,attack-pattern--30973a08-aed9-4edf-8604-9084ce1b5c4f,2019-07-12 17:16:17.977457+00,2019-07-12 17:16:17.977457+00
1209,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69,2019-07-12 17:16:17.985765+00,2019-07-12 17:16:17.985765+00
1209,attack-pattern--b80d107d-fa0d-4b60-9684-b0433e8bdba0,2019-07-12 17:16:17.994116+00,2019-07-12 17:16:17.994116+00
1209,attack-pattern--cc1e737c-236c-4e3b-83ba-32039a626ef8,2019-07-12 17:16:18.002436+00,2019-07-12 17:16:18.002436+00
1209,attack-pattern--1f47e2fd-fa77-4f2f-88ee-e85df308f125,2019-07-12 17:16:18.010766+00,2019-07-12 17:16:18.010766+00
1209,attack-pattern--d45a3d09-b3cf-48f4-9f0f-f521ee5cb05c,2019-07-12 17:16:18.019093+00,2019-07-12 17:16:18.019093+00
1209,attack-pattern--355be19c-ffc9-46d5-8d50-d6a036c675b6,2019-07-12 17:16:18.035852+00,2019-07-12 17:16:18.035852+00
1209,attack-pattern--bb5a00de-e086-4859-a231-fa793f6797e2,2019-07-12 17:16:18.044188+00,2019-07-12 17:16:18.044188+00
1209,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,2019-07-12 17:16:18.052463+00,2019-07-12 17:16:18.052463+00
1209,attack-pattern--0bf78622-e8d2-41da-a857-731472d61a92,2019-07-12 17:16:18.060801+00,2019-07-12 17:16:18.060801+00
1209,attack-pattern--2e114e45-2c50-404c-804a-3af9564d240e,2019-07-12 17:16:18.069163+00,2019-07-12 17:16:18.069163+00
1209,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,2019-07-12 17:16:18.077491+00,2019-07-12 17:16:18.077491+00
1209,attack-pattern--56fca983-1cf1-4fd1-bda0-5e170a37ab59,2019-07-12 17:16:18.085831+00,2019-07-12 17:16:18.085831+00
1210,attack-pattern--f4882e23-8aa7-4b12-b28a-b349c12ee9e0,2019-07-12 17:16:40.379758+00,2019-07-12 17:16:40.379758+00
1210,attack-pattern--9422fc14-1c43-410d-ab0f-a709b76c72dc,2019-07-12 17:16:40.393109+00,2019-07-12 17:16:40.393109+00
1210,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104,2019-07-12 17:16:40.422826+00,2019-07-12 17:16:40.422826+00
1210,attack-pattern--7fd87010-3a00-4da3-b905-410525e8ec44,2019-07-12 17:16:40.432049+00,2019-07-12 17:16:40.432049+00
1210,attack-pattern--51dea151-0898-4a45-967c-3ebee0420484,2019-07-12 17:16:40.440352+00,2019-07-12 17:16:40.440352+00
1210,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,2019-07-12 17:16:40.448719+00,2019-07-12 17:16:40.448719+00
1210,attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81,2019-07-12 17:16:40.457025+00,2019-07-12 17:16:40.457025+00
1210,attack-pattern--35dd844a-b219-4e2b-a6bb-efa9a75995a9,2019-07-12 17:16:40.465415+00,2019-07-12 17:16:40.465415+00
1210,attack-pattern--56fca983-1cf1-4fd1-bda0-5e170a37ab59,2019-07-12 17:16:40.473693+00,2019-07-12 17:16:40.473693+00
