11640,1132,2019-07-12 13:48:13.648839+00,2019-07-12 13:48:13.648839+00
11641,1132,2019-07-12 13:48:13.648839+00,2019-07-12 13:48:13.648839+00
11642,1132,2019-07-12 13:48:13.648839+00,2019-07-12 13:48:13.648839+00
11643,1132,2019-07-12 13:48:13.648839+00,2019-07-12 13:48:13.648839+00
11644,1132,2019-07-12 13:48:13.648839+00,2019-07-12 13:48:13.648839+00
11645,1132,2019-07-12 13:48:13.648839+00,2019-07-12 13:48:13.648839+00
11646,1132,2019-07-12 13:48:13.648839+00,2019-07-12 13:48:13.648839+00
11647,1132,2019-07-12 13:48:13.648839+00,2019-07-12 13:48:13.648839+00
11648,1132,2019-07-12 13:48:13.648839+00,2019-07-12 13:48:13.648839+00
11649,1132,2019-07-12 13:48:13.648839+00,2019-07-12 13:48:13.648839+00
11650,1132,2019-07-12 13:48:13.648839+00,2019-07-12 13:48:13.648839+00
11651,1132,2019-07-12 13:48:13.648839+00,2019-07-12 13:48:13.648839+00
11652,1132,2019-07-12 13:48:13.648839+00,2019-07-12 13:48:13.648839+00
11653,1132,2019-07-12 13:48:13.648839+00,2019-07-12 13:48:13.648839+00
11654,1132,2019-07-12 13:48:13.648839+00,2019-07-12 13:48:13.648839+00
11655,1132,2019-07-12 13:48:13.648839+00,2019-07-12 13:48:13.648839+00
11656,1132,2019-07-12 13:48:13.648839+00,2019-07-12 13:48:13.648839+00
11657,1132,2019-07-12 13:48:13.648839+00,2019-07-12 13:48:13.648839+00
11658,1132,2019-07-12 13:48:13.648839+00,2019-07-12 13:48:13.648839+00
11659,1132,2019-07-12 13:48:13.648839+00,2019-07-12 13:48:13.648839+00
11660,1132,2019-07-12 13:48:13.648839+00,2019-07-12 13:48:13.648839+00
11661,1132,2019-07-12 13:48:13.648839+00,2019-07-12 13:48:13.648839+00
11662,1132,2019-07-12 13:48:13.648839+00,2019-07-12 13:48:13.648839+00
11663,1132,2019-07-12 13:48:13.648839+00,2019-07-12 13:48:13.648839+00
11664,1132,2019-07-12 13:48:13.648839+00,2019-07-12 13:48:13.648839+00
11665,1134,2019-07-12 13:49:17.954539+00,2019-07-12 13:49:17.954539+00
11666,1134,2019-07-12 13:49:17.954539+00,2019-07-12 13:49:17.954539+00
11667,1134,2019-07-12 13:49:17.954539+00,2019-07-12 13:49:17.954539+00
11668,1134,2019-07-12 13:49:17.954539+00,2019-07-12 13:49:17.954539+00
11669,1134,2019-07-12 13:49:17.954539+00,2019-07-12 13:49:17.954539+00
